instance,task_count,vehicle_count,sortie_limit,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,generated_columns,label_pops,generated_labels,pricing_queue_peak,branch_nodes,root_relaxation,phase_switch_count,manual_rc_check_max_error,vehicle_lb_dual_effective_value,pool_scan_columns_found,pool_scan_time,route_pool_size,low_cbar_routes_kept,per_task_routes_kept,route_size_bucket_routes_kept,time_flexible_routes_kept,micro_routes_kept,branch_relevant_routes_kept,historical_routes_kept,diverse_routes_kept,schedule_dp_calls,schedule_dp_labels_created,schedule_dp_labels_pruned_by_subset_dominance,schedule_dp_labels_pruned_by_beam,schedule_dp_exhausted,schedule_dp_negative_schedules_found,schedule_dp_best_rc,schedule_dp_time,exact_pricing_calls,exact_pricing_exhausted,exact_pricing_best_rc,exact_pricing_time,pricing_certificate_layer,log_path,solution_path
very_small,4,2,2,OPTIMAL,132.270984,132.270984,0.0,0.076785,1,4,2,13,220,218,21,0,132.270984,1,0.0,-0.0,0,3.2e-05,16,64,112,64,64,64,0,34,40,4,266,161,11,False,13,-102.541578,0.00574,2,2,0.0,0.003724,integrated_exact_fallback,/home/kai/work/gnn_bb/branchpricecut/results/smoke_20260513_162646_layered_pricing/logs/very_small.jsonl,/home/kai/work/gnn_bb/branchpricecut/results/smoke_20260513_162646_layered_pricing/solutions/solution_very_small.json
