instance,master_cover_mode,task_count,vehicle_count,sortie_limit,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,generated_columns,label_pops,generated_labels,pricing_queue_peak,branch_nodes,root_relaxation,phase_switch_count,manual_rc_check_max_error,vehicle_lb_dual_effective_value,pool_scan_columns_found,pool_scan_time,route_pool_size,low_cbar_routes_kept,per_task_routes_kept,route_size_bucket_routes_kept,time_flexible_routes_kept,micro_routes_kept,branch_relevant_routes_kept,historical_routes_kept,diverse_routes_kept,schedule_dp_calls,schedule_dp_labels_created,schedule_dp_labels_pruned_by_subset_dominance,schedule_dp_labels_pruned_by_beam,schedule_dp_exhausted,schedule_dp_negative_schedules_found,schedule_dp_best_rc,schedule_dp_time,exact_pricing_calls,exact_pricing_exhausted,exact_pricing_best_rc,exact_pricing_time,pricing_certificate_layer,log_path,solution_path
very_small,partitioning,4,2,2,OPTIMAL,132.270984,132.270984,0.0,0.078482,1,4,1,5,110,109,10,0,132.270984,1,0.0,-0.0,0,5.2e-05,16,48,84,48,48,48,0,21,30,3,208,121,11,False,5,-102.541578,0.004385,1,1,0.0,0.00174,integrated_exact_fallback,/home/kai/work/gnn_bb/branchpricecut/results/smoke_20260513_170000_layered_pricing_complete/logs/very_small.jsonl,/home/kai/work/gnn_bb/branchpricecut/results/smoke_20260513_170000_layered_pricing_complete/solutions/solution_very_small.json
