instance,master_cover_mode,task_count,vehicle_count,sortie_limit,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,generated_columns,label_pops,generated_labels,pricing_queue_peak,branch_nodes,root_relaxation,phase_switch_count,manual_rc_check_max_error,vehicle_lb_dual_effective_value,pool_scan_columns_found,pool_scan_time,route_pool_size,low_cbar_routes_kept,per_task_routes_kept,route_size_bucket_routes_kept,time_flexible_routes_kept,micro_routes_kept,branch_relevant_routes_kept,historical_routes_kept,diverse_routes_kept,schedule_dp_calls,schedule_dp_labels_created,schedule_dp_labels_pruned_by_subset_dominance,schedule_dp_labels_pruned_by_beam,schedule_dp_exhausted,schedule_dp_negative_schedules_found,schedule_dp_best_rc,schedule_dp_time,heuristic_degradation_skips,restricted_master_integer_calls,restricted_master_integer_feasible,restricted_master_integer_time,restricted_master_integer_best_objective,exact_pricing_calls,exact_pricing_called,exact_pricing_exhausted,exact_pricing_best_rc,exact_pricing_time,ng_dssr_max_ng_size,dssr_iterations,dssr_memory_size,dssr_non_elementary_negative,dssr_certificate_from_relaxation,full_memory_fallback_called,pricing_certificate_layer,log_path,solution_path
very_small,partitioning,4,2,2,OPTIMAL,132.270984,132.270984,0.0,0.097691,1,4,1,5,83,82,10,0,132.270984,1,0.0,-0.0,0,6.5e-05,16,48,84,48,48,48,0,11,30,3,208,121,11,False,5,-102.541578,0.00398,0,1,1,0.002414,132.270984,1,1,1,0.0,0.001877,8,1,0,0,1,0,ng_dssr,/home/kai/work/gnn_bb/branchpricecut/results/smoke_20260513_ng_dssr_branch_state/logs/very_small.jsonl,/home/kai/work/gnn_bb/branchpricecut/results/smoke_20260513_ng_dssr_branch_state/solutions/solution_very_small.json
