slot_id,scale,instance_key,repetition,order,order_index,mode,status,returncode,cold_start_total_sec,exact,redlines_zero,engine_hash_valid,engine_build_hash,objective,certificate_scope,live_sri_policy_name,live_cut_policy_hash,max_active_cut_count,launcher_termination_reason,peak_process_tree_rss_gb,minimum_available_memory_gb,run_dir
s005:instance_001:r01:o1:no_cut,5,instance_001,1,no_cut/live,1,no_cut,EXACT_CLOSED,0,0.420863,True,True,True,dfaedf6d273c5c56,2.191915,BPC_TREE_OPTIMAL,no_cut,37c44c29594e0b8b0ba429e5dd3cf7422c07ae17222bb31e16e31e57030d5e63,0,,0.004787,12.666134,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_promotion_runner_smoke_v2_fixed/raw/scale_005/instance_001_logical_graph/repeat_01/1_no_cut/attempt_01
s005:instance_001:r01:o2:live,5,instance_001,1,no_cut/live,2,live,EXACT_CLOSED,0,0.370144,True,True,True,dfaedf6d273c5c56,2.191915,BPC_TREE_OPTIMAL,P0,9f0e7c4f7e2cab50267e197d55a17950aeee35aad388e47448f24873a7e92ba1,0,,0.004581,12.668316,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_promotion_runner_smoke_v2_fixed/raw/scale_005/instance_001_logical_graph/repeat_01/2_live/attempt_01
