stage,matrix_group,instance_path,source_probe_json,scale,instance_id,mode,variant,b4_1_matrix_cell,b4_1_proof_tail_component,b4_1_formulation_profile,b4_1_harvesting_enabled,b4_1_hidden_negative_audit_enabled,b4_1_frontier_ledger_enabled,b4_1_official_certificate_allowed,phase,round,max_rounds,max_columns_per_round,max_tree_nodes,max_branch_depth,node_count,root_round_count,root_added_column_count,root_last_pricing_state,root_last_negative_column_count,tree_gate_issue_count,algorithm_status,certificate_scope,underlying_certificate_scope,pricing_state,exact_status,bpc_tree_optimal,b3_objective_diff_vs_b0,manual_rc_fail,pricing_rc_fail,certificate_leak,hidden_negative_count,harvest_selected_count,harvest_candidate_negative_count,harvest_selected_new_task_set_count,harvest_selected_replacement_task_set_count,harvest_best_true_rc,harvest_worst_selected_true_rc,harvest_addability_audit_pass,tail_dual_stabilization_enabled,worker_dual_only,true_dual_rc_recomputed,global_remaining_rc_lb,underlying_global_remaining_rc_lb,frontier_lb_official,frontier_coverage_complete,underlying_frontier_coverage_complete,frontier_unsupported_region_count,underlying_frontier_unsupported_region_count,pending_complete_min_rc,underlying_pending_complete_min_rc,pricing_proof_kind,underlying_pricing_proof_kind,compact_pricing_dual_bound,new_negative_columns_found,negative_column_count,can_certify_no_negative,underlying_can_certify_no_negative,b4_1_certificate_suppressed,diagnostic_claimed_certificate,wall_time,fail_closed_reason
B,B4.1 Stage B 30-scale staged frontier,,/home/kai/work/GAT_BPC_moonTerk/runs/objective_normalized_cost_risk_completion_full/compact_pricing_replay_plus57_stage001_round3_negative_feas_mtz_endpoint_pair_600s/plus57_stage001_plus_replay_probe.json,,lunar_ice_sp50_030_001_seed929001,B4.1_compact_pricing_formulation,V4_combined_endpoint_pair_latest_start_time_window,B4V4_combined_formulation_diagnostic,compact_pricing_frontier_ledger_diagnostic,B4V4_endpoint_pair_latest_start_time_window,False,False,True,False,negative_feasibility,3,,,,,,,,,,,COMPACT_HIGHS_PRICING_OPTIMAL,DIAGNOSTIC_PRICING_FRONTIER,DIAGNOSTIC_PRICING_FRONTIER,,EXACT_PRICING_OPTIMAL,False,,0,0,0,,,,,,,,,False,False,False,-0.007881834,-0.007881834,False,False,False,1,1,-0.00788215,-0.00788215,FRONTIER_BOUND_INCOMPLETE,FRONTIER_BOUND_INCOMPLETE,-0.007881834,1,1,False,False,False,0,445.058675,
B,B4.1 Stage B 30-scale staged frontier,,/home/kai/work/GAT_BPC_moonTerk/runs/objective_normalized_cost_risk_completion_full/compact_pricing_replay_plus57_stage001_round3_negative_feas_mtz_endpoint_pair_600s/plus57_stage001_plus_replay_probe.json,,lunar_ice_sp50_030_001_seed929001,B4.1_compact_pricing_formulation,V4_combined_endpoint_pair_latest_start_time_window,B4V4_combined_formulation_diagnostic,compact_pricing_frontier_ledger_diagnostic,B4V4_endpoint_pair_latest_start_time_window,False,False,True,False,optimization_proof,3,,,,,,,,,,,COMPACT_HIGHS_PRICING_OPTIMAL,DIAGNOSTIC_PRICING_FRONTIER,DIAGNOSTIC_PRICING_FRONTIER,,EXACT_PRICING_OPTIMAL,False,,0,0,0,,,,,,,,,False,False,False,-0.007881834,-0.007881834,False,False,False,1,1,-0.00788215,-0.00788215,FRONTIER_BOUND_INCOMPLETE,FRONTIER_BOUND_INCOMPLETE,-0.007881834,1,1,False,False,False,0,422.090683,
