instance_path,solution_path,instance_id,status,exact_status,objective,lower_bound,relaxation_gap,gap_type,canonical_objective,direct_exact_objective,direct_root_certificate_status,direct_root_certificate_exact_status,direct_root_lp_bound,direct_root_gap,direct_root_min_reduced_cost,direct_root_universe_column_count,direct_root_integer_matches_lp,direct_root_uses_true_dual_bpc_certificate,incumbent_source,seeded_selection_status,seeded_selection_objective,seeded_selection_state_count,seeded_selection_max_states,makespan_min,covered_task_count,task_count,time_limit_sec,time_limit_exceeded,generated_journey_count,generated_sortie_count,route_template_count,pareto_label_count,set_partition_state_count,canonical_dp_max_tasks,restricted_rmp_status,restricted_rmp_pool_type,restricted_rmp_pool_column_count,restricted_rmp_bound,restricted_rmp_min_reduced_cost,restricted_rmp_active_column_count,direct_pricing_status,direct_pricing_best_reduced_cost,direct_pricing_negative_found,direct_pricing_complete_for_all_tasks,direct_pricing_candidate_round_count,direct_pricing_candidate_round_limit,direct_pricing_candidate_task_count,direct_pricing_feasible_sortie_template_count,direct_pricing_cache_hit_count,direct_pricing_cache_miss_count,direct_cg_status,direct_cg_added_column_count,direct_cg_final_bound,direct_cg_integer_objective,direct_cg_round_count,direct_cg_cache_hit_count,direct_cg_cache_miss_count,direct_cg_reused_sortie_attempt_count,wall_time_sec,incomplete_reason
/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_010/instance_001_logical_graph.json,/home/kai/work/GAT_BPC_moonTerk/runs/solutions/lunar_ice_010_config_scale_smoke/lunar_ice_010/instance_001_logical_graph_solution.json,lunar_ice_010_001_seed729001,CANONICAL_DP_BASELINE_OPTIMAL,NOT_BPC_CERTIFIED,1454.727521,1362.361947,0.063493385,analytic_relaxation_not_bpc_certificate,1455.561609,,SKIPPED_TOO_LARGE_FOR_DIRECT_ROOT_CERTIFICATE,NOT_SOLVED,,,,0,False,False,direct_cg_column_pool,,,,,523.134338,10,10,600.0,False,447,561900,629,739,1473,10,RESTRICTED_RMP_OPTIMAL,canonical_path_universe,447,1455.561609,0.0,447,PARTIAL_DIRECT_LABEL_PRICED,-0.834088,True,False,7,,5,10263,0,7,DIRECT_CG_ROUND_LIMIT,9,1454.727521,1454.727521,1,0,7,0,10.683529,restricted_universe_has_direct_negative_column
