instance_path,solution_path,instance_id,status,exact_status,exact_claim_scope,bpc_certificate_status,uses_true_dual_bpc_certificate,pricing_certificate_status,pricing_certificate_exact_status,pricing_certificate_scope,pricing_certificate_can_certify_no_negative,pricing_certificate_pricing_complete,pricing_certificate_coverage_complete,pricing_certificate_min_reduced_cost,objective,lower_bound,lower_bound_source,lower_bound_scope,relaxation_gap,gap_type,best_diagnostic_bound,best_diagnostic_bound_source,best_diagnostic_bound_scope,canonical_baseline_status,canonical_baseline_exact_status,direct_baseline_status,direct_baseline_exact_status,canonical_objective,direct_exact_objective,direct_root_certificate_status,direct_root_certificate_exact_status,direct_root_lp_bound,direct_root_gap,direct_root_min_reduced_cost,direct_root_universe_column_count,direct_root_integer_matches_lp,direct_root_uses_true_dual_bpc_certificate,incumbent_source,seeded_selection_status,seeded_selection_objective,seeded_selection_state_count,seeded_selection_max_states,makespan_min,covered_task_count,task_count,node_count,time_limit_sec,time_limit_exceeded,timeout_reason,generated_journey_count,generated_sortie_count,route_template_count,pareto_label_count,set_partition_state_count,canonical_dp_max_tasks,direct_baseline_max_tasks,direct_baseline_time_limit_sec,restricted_rmp_status,restricted_rmp_pool_type,restricted_rmp_pool_column_count,restricted_rmp_bound,restricted_rmp_min_reduced_cost,restricted_rmp_active_column_count,restricted_rmp_branch_decision_count,restricted_rmp_branch_filtered_column_count,direct_pricing_status,direct_pricing_best_reduced_cost,direct_pricing_negative_found,direct_pricing_complete_for_all_tasks,direct_pricing_candidate_round_count,direct_pricing_candidate_round_limit,direct_pricing_candidate_task_count,direct_pricing_feasible_sortie_template_count,direct_pricing_cache_hit_count,direct_pricing_cache_miss_count,direct_cg_status,direct_cg_added_column_count,direct_cg_final_bound,direct_cg_integer_objective,direct_cg_round_count,direct_cg_cache_hit_count,direct_cg_cache_miss_count,direct_cg_reused_sortie_attempt_count,preprocess_wall_time_sec,exact_baseline_wall_time_sec,restricted_rmp_wall_time_sec,seeded_selection_wall_time_sec,solver_total_wall_time_sec,wall_time_sec,incomplete_reason
/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_005/instance_001_logical_graph.json,/home/kai/work/GAT_BPC_moonTerk/runs/solutions/lunar_ice_005_branch_context_smoke/lunar_ice_005/instance_001_logical_graph_solution.json,lunar_ice_005_001_seed679001,DIRECT_DP_BASELINE_OPTIMAL,EXACT_BASELINE_OPTIMAL,fixed_logical_graph_exhaustive_direct_dp,NOT_PORTED_TRUE_DUAL_BPC,False,NOT_PORTED_TRUE_DUAL_BPC,NOT_SOLVED,canonical_path_universe,False,True,True,-3.042685,667.993047,604.433833,analytic_relaxation,global_relaxation,0.095149514,analytic_relaxation_not_bpc_certificate,671.035733,restricted_journey_rmp,canonical_path_universe,CANONICAL_DP_BASELINE_OPTIMAL,NOT_BPC_CERTIFIED,DIRECT_DP_BASELINE_OPTIMAL,EXACT_BASELINE_OPTIMAL,671.035733,667.993047,DIRECT_ROOT_FIXED_GRAPH_INTEGER_CERTIFIED,FIXED_GRAPH_INTEGER_OPTIMAL,667.993047,0.0,0.0,31,True,False,direct_dp_exact_baseline,,,,,417.2339,5,5,1,600.0,False,,31,2757,540,50,1,10,10,,RESTRICTED_RMP_OPTIMAL,canonical_path_universe,31,671.035733,0.0,31,0,0,DIRECT_LABEL_PRICED,-3.042685,True,True,1,,5,1560,0,1,DIRECT_CG_ROUND_LIMIT,1,667.993048,667.993048,1,0,1,0,0.000483,0.018904,0.622563,,0.644376,0.645066,exact_direct_dp_baseline_not_true_dual_bpc_certificate
