instance_path,solution_path,instance_id,status,exact_status,exact_claim_scope,bpc_certificate_status,uses_true_dual_bpc_certificate,objective,lower_bound,relaxation_gap,gap_type,canonical_baseline_status,canonical_baseline_exact_status,direct_baseline_status,direct_baseline_exact_status,canonical_objective,direct_exact_objective,direct_root_certificate_status,direct_root_certificate_exact_status,direct_root_lp_bound,direct_root_gap,direct_root_min_reduced_cost,direct_root_universe_column_count,direct_root_integer_matches_lp,direct_root_uses_true_dual_bpc_certificate,incumbent_source,seeded_selection_status,seeded_selection_objective,seeded_selection_state_count,seeded_selection_max_states,makespan_min,covered_task_count,task_count,node_count,time_limit_sec,time_limit_exceeded,timeout_reason,generated_journey_count,generated_sortie_count,route_template_count,pareto_label_count,set_partition_state_count,canonical_dp_max_tasks,direct_baseline_max_tasks,direct_baseline_time_limit_sec,restricted_rmp_status,restricted_rmp_pool_type,restricted_rmp_pool_column_count,restricted_rmp_bound,restricted_rmp_min_reduced_cost,restricted_rmp_active_column_count,direct_pricing_status,direct_pricing_best_reduced_cost,direct_pricing_negative_found,direct_pricing_complete_for_all_tasks,direct_pricing_candidate_round_count,direct_pricing_candidate_round_limit,direct_pricing_candidate_task_count,direct_pricing_feasible_sortie_template_count,direct_pricing_cache_hit_count,direct_pricing_cache_miss_count,direct_cg_status,direct_cg_added_column_count,direct_cg_final_bound,direct_cg_integer_objective,direct_cg_round_count,direct_cg_cache_hit_count,direct_cg_cache_miss_count,direct_cg_reused_sortie_attempt_count,preprocess_wall_time_sec,exact_baseline_wall_time_sec,restricted_rmp_wall_time_sec,seeded_selection_wall_time_sec,solver_total_wall_time_sec,wall_time_sec,incomplete_reason
/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_030/instance_001_logical_graph.json,/home/kai/work/GAT_BPC_moonTerk/runs/solutions/lunar_ice_030_direct30_timelimit_smoke/lunar_ice_030/instance_001_logical_graph_solution.json,lunar_ice_030_001_seed929001,FEASIBLE_REFERENCE,NOT_SOLVED,none,NOT_PORTED_TRUE_DUAL_BPC,False,5678.60978,5269.293322,0.072080399,analytic_relaxation_not_bpc_certificate,SKIPPED_TOO_LARGE_FOR_ENUM_BASELINE,NOT_SOLVED,DIRECT_DP_BASELINE_TIME_LIMIT,NOT_SOLVED,,,SKIPPED_TOO_LARGE_FOR_DIRECT_ROOT_CERTIFICATE,NOT_SOLVED,,,,0,False,False,reference_solution,COLUMN_POOL_STATE_LIMIT,,50001,50000,757.132197,30,30,1,3600.0,False,,0,0,0,0,0,10,30,1.0,RESTRICTED_RMP_OPTIMAL,seeded_reference_singleton_pool,44,5772.387548,0.0,43,PARTIAL_DIRECT_LABEL_PRICED,-4597.865678,True,False,8,8,5,4267,,,,,,,,,,,0.005325,1.016051,4.629324,0.035713,5.72128,5.72271,direct_baseline_time_limit_reference_fallback
