instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,exact_pricing_calls,branch_lp_test_rmp_solves,branch_heuristic_test_rmp_solves,branch_heuristic_test_pricing_calls,branch_lp_candidates_tested,branch_heuristic_candidates_tested,branch_testing_time,generated_routes,generated_columns,cuts_added,root_relaxation,incumbent_node,log_path,instance_path,seed
medium,20,3,17,TIME_LIMIT,626.902419,526.902419,0.159514,30.061663,17,39,25,25,180,76,70,90,29,11.064354,1000,3000,12,490.283693,8,/home/kai/work/gnn_bb/results/logs/20260512_090521_medium_3pb_full_30s/medium.jsonl,/home/kai/work/gnn_bb/json/instances/instance_medium.json,20260511
