instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,exact_pricing_calls,branch_lp_test_rmp_solves,branch_heuristic_test_rmp_solves,branch_heuristic_test_pricing_calls,branch_lp_candidates_tested,branch_heuristic_candidates_tested,branch_testing_time,robust_capacity_cuts_added,resource_lower_bound_cuts_added,cuts_purged,generated_routes,generated_columns,cuts_added,root_relaxation,incumbent_node,log_path,instance_path,seed
medium,20,3,17,TIME_LIMIT,627.942924,492.686503,0.215396,31.254125,9,27,18,18,184,81,79,92,27,13.823298,0,0,0,803,2409,0,490.283693,0,/home/kai/work/gnn_bb/results/logs/20260512_112330_medium_3pb_task_vehicle_link_30s/medium.jsonl,/home/kai/work/gnn_bb/json/instances/instance_medium.json,20260511
