instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,exact_pricing_calls,branch_lp_test_rmp_solves,branch_heuristic_test_rmp_solves,branch_heuristic_test_pricing_calls,branch_lp_candidates_tested,branch_heuristic_candidates_tested,branch_testing_time,robust_capacity_cuts_added,resource_lower_bound_cuts_added,schedule_capacity_cuts_added,cuts_purged,generated_routes,generated_columns,cuts_added,root_relaxation,incumbent_node,log_path,instance_path,seed
medium,20,3,17,TIME_LIMIT,533.926567,527.939413,0.011213,3602.951278,1562,3261,1703,1703,14026,7439,7410,7013,3434,2226.114501,0,0,5,0,1593,4779,1133,490.283693,1833,/home/kai/work/gnn_bb/results/logs/20260512_120151_medium_3pb_schedcap_3600/medium.jsonl,/home/kai/work/gnn_bb/json/instances/instance_medium.json,20260511
