instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,exact_pricing_calls,generated_routes,generated_columns,cuts_added,root_relaxation,incumbent_node,log_path,instance_path,seed
medium,20,3,17,TIME_LIMIT,626.902419,494.885971,0.210585,30.305462,15,43,30,30,905,2715,3,490.283693,20,/home/kai/work/gnn_bb/results/logs/bpc_clean_30s_3pb/medium.jsonl,/home/kai/work/gnn_bb/json/instances/instance_medium.json,20260511
