instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,diagnostic_dual_bound,diagnostic_gap,best_open_node_bound,pending_node_bound,last_certified_node_bound,time_to_first_incumbent,time_to_best_incumbent,open_nodes_remaining,timeout_pending_node_certified,official_bound_available,solving_time,node_count,rmp_solves,pricing_calls,exact_pricing_calls,branch_nodes,branch_lp_test_rmp_solves,branch_heuristic_test_rmp_solves,branch_heuristic_test_pricing_calls,branch_lp_candidates_tested,branch_heuristic_candidates_tested,branch_testing_time,restricted_master_integer_calls,restricted_master_integer_feasible,restricted_master_integer_time,restricted_master_integer_best_objective,restricted_master_integer_raw_best_objective,restricted_master_integer_rejected,restricted_master_integer_no_good_cuts,restricted_master_integer_pair_conflict_cuts,restricted_master_integer_route_set_packing_cuts,restricted_master_integer_schedule_capacity_cuts,restricted_master_integer_repair_attempts,restricted_master_integer_repair_successes,restricted_master_integer_repair_time,restricted_master_integer_repair_states,restricted_master_integer_repair_best_objective,crossing_cuts_added,crossing_cuts_upgraded,subset_row_cuts_added,lm_rank1_cuts_added,robust_capacity_cuts_added,resource_lower_bound_cuts_added,schedule_subset_cost_cuts_added,schedule_pair_conflict_cuts_added,schedule_clique_conflict_cuts_added,schedule_route_set_packing_cuts_added,schedule_nogood_cuts_added,schedule_capacity_cuts_added,root_schedule_capacity_cuts_added,root_schedule_capacity_oracle_queries,root_schedule_capacity_oracle_incomplete,root_schedule_capacity_oracle_time,root_schedule_capacity_cache_hits,root_schedule_capacity_candidates_generated,root_schedule_capacity_candidates_after_precheck,root_schedule_capacity_best_violation,route_set_schedule_packing_oracle_queries,route_set_schedule_packing_oracle_time,route_set_schedule_packing_cache_hits,route_set_schedule_packing_added_but_no_bound_improvement,fleet_lower_bound_cuts_added,fleet_lower_bound_value,fleet_lower_bound_oracle_upper_bound,fleet_lower_bound_oracle_states,fleet_lower_bound_oracle_exact,schedule_pack_diagnostic_status,schedule_pack_diagnostic_objective,schedule_pack_diagnostic_gap_vs_root,schedule_pack_diagnostic_columns,schedule_pack_diagnostic_candidate_routes,schedule_pack_diagnostic_generated_states,schedule_pack_diagnostic_time,schedule_pack_relaxation_calls,schedule_pack_relaxation_time,schedule_pack_relaxation_root_objective,schedule_pack_relaxation_best_objective,schedule_pack_relaxation_best_gap_vs_node,schedule_pack_relaxation_candidate_exact,schedule_pack_relaxation_full_exact,schedule_pack_relaxation_full_pricing_states,schedule_pack_relaxation_full_pricing_time,schedule_pack_relaxation_columns,schedule_pack_adaptive_decisions,schedule_pack_adaptive_runs,schedule_pack_adaptive_skips,schedule_pack_adaptive_easy_skips,schedule_pack_adaptive_bound_skips,route_enumeration_adaptive_decisions,route_enumeration_adaptive_runs,route_enumeration_adaptive_skips,route_enumeration_adaptive_easy_skips,cuts_purged,generated_routes,generated_columns,label_pops,generated_labels,cuts_added,root_relaxation,incumbent_node,log_path,instance_path,seed
bench_20_01,20,2,20,OPTIMAL,226.210886,226.210886,0.0,226.210886,0.0,,,226.287543,0.004489,168.789754,0,,True,364.862259,5,32,41,14,2,24,19,19,12,6,9.183652,2,1,1.302238,226.210886,226.210886,0,0,0,0,0,0,0,0.0,0,,12,0,6,0,12,0,0,0,0,20,0,0,0,0,0,0.0,0,0,0,0.0,254,0.731751,24,20,0,0,,0,False,,,,0,0,0,0.0,0,0.0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2631,5262,11710879,28370349,38,225.921253,0,/home/kai/work/gnn_bb/results/logs/bpc_clean_no_persistent_bench20_01/bench_20_01.jsonl,/home/kai/work/gnn_bb/branchpricecut/results/benchmark/20260523_bpc_clean_rim_repair_10_20_all/instances/instance_bench_20_01.json,20260511
