instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,cg_iterations,pricing_calls,exact_pricing_calls,generated_routes,generated_columns,root_relaxation,incumbent_node,log_path,instance_path,seed
medium,20,3,17,INTERRUPTED,690.973326,,,24.023423,1,0,155,155,155,122,177,,,/home/kai/work/gnn_bb/results/logs/bp_schedule/medium.log,/home/kai/work/gnn_bb/json/instances/instance_medium.json,20260511
