instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,exact_pricing_calls,branch_lp_test_rmp_solves,branch_heuristic_test_rmp_solves,branch_heuristic_test_pricing_calls,branch_lp_candidates_tested,branch_heuristic_candidates_tested,branch_testing_time,robust_capacity_cuts_added,resource_lower_bound_cuts_added,schedule_capacity_cuts_added,cuts_purged,generated_routes,generated_columns,cuts_added,root_relaxation,incumbent_node,log_path,instance_path,seed
medium,20,3,17,TIME_LIMIT,627.942924,491.291843,0.217617,30.050649,4,20,16,16,72,42,41,36,12,7.486299,0,0,5,0,794,2382,5,490.283693,0,/home/kai/work/gnn_bb/results/logs/20260512_115549_medium_3pb_schedule_capacity_sep_30s/medium.jsonl,/home/kai/work/gnn_bb/json/instances/instance_medium.json,20260511
