instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,diagnostic_dual_bound,diagnostic_gap,best_open_node_bound,pending_node_bound,last_certified_node_bound,time_to_first_incumbent,time_to_best_incumbent,open_nodes_remaining,timeout_pending_node_certified,official_bound_available,solving_time,node_count,rmp_solves,pricing_calls,exact_pricing_calls,branch_nodes,branch_lp_test_rmp_solves,branch_heuristic_test_rmp_solves,branch_heuristic_test_pricing_calls,branch_lp_candidates_tested,branch_heuristic_candidates_tested,branch_testing_time,restricted_master_integer_calls,restricted_master_integer_feasible,restricted_master_integer_time,restricted_master_integer_best_objective,restricted_master_integer_raw_best_objective,restricted_master_integer_rejected,restricted_master_integer_no_good_cuts,restricted_master_integer_pair_conflict_cuts,restricted_master_integer_route_set_packing_cuts,restricted_master_integer_schedule_capacity_cuts,restricted_master_integer_repair_attempts,restricted_master_integer_repair_successes,restricted_master_integer_repair_time,restricted_master_integer_repair_states,restricted_master_integer_repair_best_objective,restricted_master_adaptive_skips,restricted_master_adaptive_time_limit_reductions,restricted_master_adaptive_failure_streak_max,restricted_master_adaptive_unproductive_streak_max,restricted_master_adaptive_probe_forced,crossing_cuts_added,crossing_cuts_upgraded,subset_row_cuts_added,lm_rank1_cuts_added,robust_capacity_cuts_added,resource_lower_bound_cuts_added,schedule_subset_cost_cuts_added,schedule_pair_conflict_cuts_added,schedule_clique_conflict_cuts_added,schedule_route_set_packing_cuts_added,schedule_variant_route_pack_cuts_added,schedule_variant_route_pack_candidates,schedule_variant_route_pack_expanded_candidates,schedule_variant_route_pack_oracle_queries,schedule_variant_route_pack_cache_hits,schedule_variant_route_pack_oracle_incomplete,schedule_variant_route_pack_exact_not_tight,schedule_variant_route_pack_exact_not_violated,schedule_variant_route_pack_violated_candidates,schedule_variant_route_pack_duplicate_skips,schedule_variant_route_pack_best_violation,schedule_variant_route_pack_oracle_time,schedule_variant_route_pack_oracle_states_total,schedule_variant_route_pack_oracle_states_max,schedule_nogood_cuts_added,schedule_capacity_cuts_added,root_schedule_capacity_cuts_added,root_schedule_capacity_oracle_queries,root_schedule_capacity_oracle_incomplete,root_schedule_capacity_oracle_time,root_schedule_capacity_cache_hits,root_schedule_capacity_candidates_generated,root_schedule_capacity_candidates_after_precheck,root_schedule_capacity_best_violation,task_schedule_capacity_cuts_added,task_schedule_capacity_candidates_generated,task_schedule_capacity_candidates_after_precheck,task_schedule_capacity_pair_candidates,task_schedule_capacity_triple_candidates,task_schedule_capacity_small_set_candidates,task_schedule_capacity_candidates_by_source,task_schedule_capacity_prechecked_by_source,task_schedule_capacity_oracle_requests,task_schedule_capacity_oracle_computations,task_schedule_capacity_cache_hits,task_schedule_capacity_oracle_incomplete,task_schedule_capacity_exact_not_tight,task_schedule_capacity_exact_tight_not_violated,task_schedule_capacity_violated_candidates,task_schedule_capacity_best_violation,task_schedule_capacity_oracle_time,task_schedule_capacity_oracle_states_total,task_schedule_capacity_oracle_states_max,task_schedule_capacity_cuts_copied_to_all_vehicles,task_schedule_capacity_stopped_by_no_add,task_schedule_capacity_stopped_by_no_improvement,task_schedule_capacity_stopped_by_node_time_budget,task_schedule_capacity_stopped_by_global_time_budget,task_schedule_capacity_branch_signal_candidates,task_schedule_capacity_branch_signal_applied,route_set_schedule_packing_oracle_queries,route_set_schedule_packing_oracle_time,route_set_schedule_packing_cache_hits,route_set_schedule_packing_added_but_no_bound_improvement,witness_rank1_cuts_added,witness_rank1_subset_row_cuts_added,witness_rank1_lm_rank1_cuts_added,witness_rank1_candidates_generated,witness_rank1_candidates_after_precheck,witness_rank1_violated_candidates,witness_rank1_duplicate_skips,witness_rank1_best_violation,witness_rank1_candidates_by_source,weighted_route_schedule_packing_cuts_added,weighted_route_schedule_packing_candidates_generated,weighted_route_schedule_packing_candidates_after_precheck,weighted_route_schedule_packing_candidates_by_source,weighted_route_schedule_packing_candidates_by_alpha,weighted_route_schedule_packing_oracle_requests,weighted_route_schedule_packing_oracle_computations,weighted_route_schedule_packing_cache_hits,weighted_route_schedule_packing_oracle_incomplete,weighted_route_schedule_packing_exact_not_violated,weighted_route_schedule_packing_violated_candidates,weighted_route_schedule_packing_best_violation,weighted_route_schedule_packing_oracle_time,weighted_route_schedule_packing_oracle_states_total,weighted_route_schedule_packing_oracle_states_max,weighted_route_schedule_packing_added_but_no_bound_improvement,weighted_route_schedule_packing_stopped_by_budget,weighted_route_schedule_packing_duplicate_skips,fleet_lower_bound_cuts_added,fleet_lower_bound_value,fleet_lower_bound_oracle_upper_bound,fleet_lower_bound_oracle_states,fleet_lower_bound_oracle_exact,schedule_pack_diagnostic_status,schedule_pack_diagnostic_objective,schedule_pack_diagnostic_gap_vs_root,schedule_pack_diagnostic_columns,schedule_pack_diagnostic_candidate_routes,schedule_pack_diagnostic_generated_states,schedule_pack_diagnostic_time,schedule_pack_relaxation_calls,schedule_pack_relaxation_time,schedule_pack_relaxation_root_objective,schedule_pack_relaxation_best_objective,schedule_pack_relaxation_best_gap_vs_node,schedule_pack_relaxation_candidate_exact,schedule_pack_relaxation_full_exact,schedule_pack_relaxation_full_pricing_states,schedule_pack_relaxation_full_pricing_time,schedule_pack_relaxation_columns,schedule_pack_adaptive_decisions,schedule_pack_adaptive_runs,schedule_pack_adaptive_skips,schedule_pack_adaptive_easy_skips,schedule_pack_adaptive_bound_skips,route_enumeration_adaptive_decisions,route_enumeration_adaptive_runs,route_enumeration_adaptive_skips,route_enumeration_adaptive_easy_skips,pricing_tailing_events,pricing_tailing_negative_search_slow,pricing_tailing_certificate_slow,pricing_tailing_degenerate,pricing_tailing_branch_test_dominated,pricing_tailing_exact_label_pops,pricing_tailing_duplicate_task_sets,selective_pricing_heuristic_attempts,selective_pricing_true_negative_routes,selective_pricing_false_candidate_routes,selective_pricing_exact_calls_avoided,selective_pricing_exact_calls_required,pricing_stabilization_attempts,pricing_stabilization_true_negative_routes,pricing_stabilization_false_candidate_routes,pricing_stabilization_exact_calls_required,restricted_master_adaptive_gap_skips,restricted_master_adaptive_gap_forced_probes,restricted_master_adaptive_raw_stall_skips,restricted_master_adaptive_raw_stall_max,route_pool_restart_nodes,route_pool_restart_rounds,route_pool_restart_routes_omitted_total,route_pool_restart_routes_omitted_max,route_pool_restart_pricing_recovered_routes,route_pool_restart_protected_routes_max,route_pool_hygiene_diagnostic_events,route_pool_hygiene_task_set_groups_max,route_pool_hygiene_multi_route_groups_max,route_pool_hygiene_near_duplicate_groups_max,route_pool_hygiene_near_duplicate_routes_max,route_pool_hygiene_max_group_size,route_pool_hygiene_admission_evaluated,route_pool_hygiene_admission_admitted,route_pool_hygiene_admission_filtered,route_pool_hygiene_admission_protected,route_pool_hygiene_admission_forced_exact,cuts_purged,generated_routes,generated_columns,label_pops,generated_labels,cuts_added,root_relaxation,incumbent_node,log_path,instance_path,seed
bench_20_01,20,2,20,OPTIMAL,226.210886,226.210886,0.0,226.210886,0.0,,,226.287543,0.004779,165.626161,0,,True,320.197311,5,30,37,12,2,24,19,19,12,6,8.985996,2,1,1.317938,226.210886,226.210886,0,0,0,0,0,0,0,0.0,0,,0,0,0,1,0,12,0,6,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,{},{},0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,134,0.43759,10,10,0,0,0,0,0,0,0,0.0,{},0,0,0,{},{},0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,False,,,,0,0,0,0.0,0,0.0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,37,0,6,0,0,4802486,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,5262,10356742,25115849,28,225.921253,0,/home/kai/work/gnn_bb/results/logs/bpc_clean_fast20_rim_guard_adaptive_boost_20_01/bench_20_01.jsonl,/home/kai/work/gnn_bb/branchpricecut/results/benchmark/20260523_bpc_clean_rim_repair_10_20_all/instances/instance_bench_20_01.json,20260511
