algorithm_status,bpc_tree_optimal,certificate_leak,certificate_scope,cold_start_stage_sum_sec,cold_start_total_sec,column_provenance,config_hash,exact_certificate,external_probe_used,fail_reason,instance_index,instance_key,instance_path,manual_columns_used,manual_rc_fail,mature_pool_used,model_id,no_cheat_pass,note,per_instance_override_used,pricing_proof_sec,pricing_rc_fail,pricing_state,profile,root_cg_sec,root_pool_active_column_count,root_pool_algorithm_status,root_pool_certificate_scope,root_pool_certified,root_pool_latest_probe_json,root_pool_pricing_state,root_pool_stage_count,root_pool_wall_sec,row_limit_sec,row_terminal,same_run_checkpoint_resume_allowed,scale,schema_version,seed_mode,seed_sec,seed_sec_instrumented,source_probe_json,threads,tree_sec,under_500
BPC_INCOMPLETE_PRICING,False,0,DIAGNOSTIC_PRICING_FRONTIER,498.167336,500.386124,instance_json_fixed_seed_and_same_run_checkpoints,ff7912a61e9dfdb2,False,False,row time limit reached before root pool certificate,1,instance_001,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_001_logical_graph.json,False,0,False,B4_2_COLD_EXACT_V1,True,,False,,0,INCOMPLETE_LIMIT,V4SH,498.167336,629,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,False,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_500s_full_v2/pools/scale_030/instance_001/stage_007/probe.json,INCOMPLETE_LIMIT,7,500.245746,500.0,True,True,30,lunar_ice_bpc.b4_2_cold_exact_row.v1,b0_incumbent_plus_singletons,0.0,False,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_500s_full_v2/pools/scale_030/instance_001/stage_007/probe.json,4,,False
