algorithm_status,best_reduced_cost,bpc_tree_optimal,certificate_leak,certificate_scope,cold_start_stage_sum_sec,cold_start_total_sec,column_provenance,config_hash,exact_certificate,external_probe_used,fail_reason,final_judge_formulation_profile,final_judge_profile,final_judge_threads,global_remaining_rc_lb,instance_index,instance_key,instance_path,manual_columns_used,manual_rc_fail,mature_pool_used,model_id,no_cheat_pass,note,per_instance_override_used,pricing_proof_kind,pricing_proof_sec,pricing_rc_fail,pricing_state,profile,root_cg_sec,root_partition_certified_no_negative,root_partition_proof_enabled,root_partition_sec,root_pool_active_column_count,root_pool_algorithm_status,root_pool_certificate_scope,root_pool_certified,root_pool_latest_probe_json,root_pool_pricing_state,root_pool_stage_count,root_pool_wall_sec,row_limit_sec,row_terminal,same_run_checkpoint_resume_allowed,scale,schema_version,seed_mode,seed_sec,seed_sec_instrumented,source_probe_json,threads,tree_columns_added,tree_loaded_column_count,tree_result_json,tree_round_count,tree_sec,under_500
BPC_OPTIMAL,-0.0,True,0,BPC_TREE_OPTIMAL,0.195034,0.308433,instance_json_fixed_seed_and_same_run_checkpoints,8863a4354886057e,True,False,,,,,,1,instance_001,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_001_logical_graph.json,False,0,False,B4_2_COLD_EXACT_V1,True,,False,,0.005216,0,CERTIFIED_NO_NEGATIVE,V4SH,0.008233,False,False,,26,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,True,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_partition_smoke_5_40s/pools/scale_005/instance_001/stage_001/probe.json,CERTIFIED_NO_NEGATIVE,1,0.105029,40.0,True,True,5,lunar_ice_bpc.b4_2_cold_exact_row.v1,b0_incumbent_plus_singletons,0.0,False,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_partition_smoke_5_40s/pools/scale_005/instance_001/stage_001/probe.json,2,0,26,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_partition_smoke_5_40s/proofs/scale_005/instance_001/tree_closure_results/tree_closure_001.json,1,0.186801,True
