instance,master_cover_mode,task_count,vehicle_count,sortie_limit,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,generated_columns,label_pops,generated_labels,pricing_queue_peak,branch_nodes,root_relaxation,phase_switch_count,manual_rc_check_max_error,vehicle_lb_dual_effective_value,pool_scan_columns_found,pool_scan_time,route_pool_size,low_cbar_routes_kept,per_task_routes_kept,route_size_bucket_routes_kept,time_flexible_routes_kept,micro_routes_kept,branch_relevant_routes_kept,historical_routes_kept,diverse_routes_kept,schedule_dp_calls,schedule_dp_labels_created,schedule_dp_labels_pruned_by_subset_dominance,schedule_dp_labels_pruned_by_beam,schedule_dp_exhausted,schedule_dp_negative_schedules_found,schedule_dp_best_rc,schedule_dp_time,exact_pricing_calls,exact_pricing_called,exact_pricing_exhausted,exact_pricing_best_rc,exact_pricing_time,pricing_certificate_layer,log_path,solution_path
medium,partitioning,20,3,17,PRICING_LIMIT,,,,341.78127,1,22,1,348,294324,300000,5722,0,,1,0.0,-0.0,0,0.00905,1190,10500,8043,6720,4200,4200,0,2401,6300,21,1847316,161586,2424516,False,348,-224.282223,328.152377,1,1,0,0.0,8.210297,,/home/kai/work/gnn_bb/branchpricecut/results/20260513_182014_medium_layered_pricing_3600s/logs/medium.jsonl,/home/kai/work/gnn_bb/branchpricecut/results/20260513_182014_medium_layered_pricing_3600s/solutions/solution_medium.json
