run_id,variant,task_vehicle_linking_enabled,schedule_capacity_cuts_enabled,instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,exact_pricing_calls,branch_lp_test_rmp_solves,branch_heuristic_test_rmp_solves,branch_heuristic_test_pricing_calls,branch_lp_candidates_tested,branch_heuristic_candidates_tested,branch_testing_time,crossing_cuts_added,crossing_cuts_upgraded,robust_capacity_cuts_added,resource_lower_bound_cuts_added,schedule_pair_conflict_cuts_added,schedule_nogood_cuts_added,schedule_capacity_cuts_added,cuts_purged,generated_routes,generated_columns,cuts_added,root_relaxation,incumbent_node,log_path,instance_path,seed
20260513_091304_medium_link_schedcap_paircut_3600,link_schedcap,True,True,medium,20,3,17,TIME_LIMIT,535.416056,527.939413,0.013964,3600.139607,1600,3338,1742,1742,13748,7398,7387,6874,3397,2243.866855,0,0,0,0,468,786,5,0,1541,4623,1259,490.283693,34,/home/kai/work/gnn_bb/results/ablation/20260513_091304_medium_link_schedcap_paircut_3600/logs/link_schedcap/medium.jsonl,/home/kai/work/gnn_bb/json/instances/instance_medium.json,20260511
