algorithm_status,bpc_tree_optimal,certificate_leak,certificate_scope,cold_start_stage_sum_sec,cold_start_total_sec,column_provenance,config_hash,exact_certificate,external_probe_used,fail_reason,instance_index,instance_key,instance_path,manual_columns_used,manual_rc_fail,mature_pool_used,model_id,no_cheat_pass,note,per_instance_override_used,pricing_proof_sec,pricing_rc_fail,pricing_state,profile,root_cg_sec,root_partition_certified_no_negative,root_partition_fail_reason,root_partition_proof_enabled,root_partition_sec,root_partition_stderr,root_partition_stdout,root_pool_active_column_count,root_pool_algorithm_status,root_pool_certificate_scope,root_pool_certified,root_pool_latest_probe_json,root_pool_pricing_state,root_pool_stage_count,root_pool_wall_sec,row_limit_sec,row_terminal,same_run_checkpoint_resume_allowed,scale,schema_version,seed_mode,seed_sec,seed_sec_instrumented,source_probe_json,threads,tree_sec,under_500
BPC_INCOMPLETE_PRICING,False,0,DIAGNOSTIC_PRICING_FRONTIER,503.784509,505.014203,instance_json_fixed_seed_and_same_run_checkpoints,21dae61108bfe941,False,False,partition subprocess timeout,1,instance_001,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_001_logical_graph.json,False,0,False,B4_2_COLD_EXACT_V1,True,,False,,0,INCOMPLETE_LIMIT,V4SH,279.988163,False,partition subprocess timeout,True,223.796346,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_500s_partition_v1/proofs/scale_030/instance_001/root_partition_proof/b4_2_partition_stderr.txt,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_500s_partition_v1/proofs/scale_030/instance_001/root_partition_proof/b4_2_partition_stdout.txt,469,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,False,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_500s_partition_v1/pools/scale_030/instance_001/stage_004/probe.json,INCOMPLETE_LIMIT,4,281.073267,500.0,True,True,30,lunar_ice_bpc.b4_2_cold_exact_row.v1,b0_incumbent_plus_singletons,0.0,False,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_500s_partition_v1/pools/scale_030/instance_001/stage_004/probe.json,4,,False
