slot_id,scale,instance_key,repetition,order,order_index,mode,status,returncode,cold_start_total_sec,exact,redlines_zero,engine_hash_valid,engine_build_hash,objective,certificate_scope,live_sri_policy_name,live_cut_policy_hash,max_active_cut_count,launcher_termination_reason,peak_process_tree_rss_gb,minimum_available_memory_gb,run_dir
s005:instance_009:r09:o2:live,5,instance_009,9,no_cut/live,2,live,EXACT_CLOSED,0,0.43005,True,True,True,dfaedf6d273c5c56,2.096863,BPC_TREE_OPTIMAL,P0,9f0e7c4f7e2cab50267e197d55a17950aeee35aad388e47448f24873a7e92ba1,0,,0.004421,12.821606,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_009_logical_graph/repeat_09/2_live/attempt_01
s005:instance_009:r10:o1:live,5,instance_009,10,live/no_cut,1,live,EXACT_CLOSED,0,0.390521,True,True,True,dfaedf6d273c5c56,2.096863,BPC_TREE_OPTIMAL,P0,9f0e7c4f7e2cab50267e197d55a17950aeee35aad388e47448f24873a7e92ba1,0,,0.004536,12.823879,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_009_logical_graph/repeat_10/1_live/attempt_01
s005:instance_009:r10:o2:no_cut,5,instance_009,10,live/no_cut,2,no_cut,EXACT_CLOSED,0,0.398816,True,True,True,dfaedf6d273c5c56,2.096863,BPC_TREE_OPTIMAL,no_cut,37c44c29594e0b8b0ba429e5dd3cf7422c07ae17222bb31e16e31e57030d5e63,0,,0.004639,12.821548,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_009_logical_graph/repeat_10/2_no_cut/attempt_01
s005:instance_010:r01:o1:live,5,instance_010,1,live/no_cut,1,live,EXACT_CLOSED,0,0.408676,True,True,True,dfaedf6d273c5c56,2.204695,BPC_TREE_OPTIMAL,P0,9f0e7c4f7e2cab50267e197d55a17950aeee35aad388e47448f24873a7e92ba1,0,,0.004417,12.824902,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_010_logical_graph/repeat_01/1_live/attempt_01
s005:instance_010:r01:o2:no_cut,5,instance_010,1,live/no_cut,2,no_cut,EXACT_CLOSED,0,0.401085,True,True,True,dfaedf6d273c5c56,2.204695,BPC_TREE_OPTIMAL,no_cut,37c44c29594e0b8b0ba429e5dd3cf7422c07ae17222bb31e16e31e57030d5e63,0,,0.004101,12.823486,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_010_logical_graph/repeat_01/2_no_cut/attempt_01
s005:instance_010:r02:o1:no_cut,5,instance_010,2,no_cut/live,1,no_cut,EXACT_CLOSED,0,0.406442,True,True,True,dfaedf6d273c5c56,2.204695,BPC_TREE_OPTIMAL,no_cut,37c44c29594e0b8b0ba429e5dd3cf7422c07ae17222bb31e16e31e57030d5e63,0,,0.004368,12.82151,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_010_logical_graph/repeat_02/1_no_cut/attempt_01
s005:instance_010:r02:o2:live,5,instance_010,2,no_cut/live,2,live,EXACT_CLOSED,0,0.405949,True,True,True,dfaedf6d273c5c56,2.204695,BPC_TREE_OPTIMAL,P0,9f0e7c4f7e2cab50267e197d55a17950aeee35aad388e47448f24873a7e92ba1,0,,0.004623,12.816734,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_010_logical_graph/repeat_02/2_live/attempt_01
s005:instance_010:r03:o1:live,5,instance_010,3,live/no_cut,1,live,EXACT_CLOSED,0,0.395815,True,True,True,dfaedf6d273c5c56,2.204695,BPC_TREE_OPTIMAL,P0,9f0e7c4f7e2cab50267e197d55a17950aeee35aad388e47448f24873a7e92ba1,0,,0.00436,12.824596,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_010_logical_graph/repeat_03/1_live/attempt_01
s005:instance_010:r03:o2:no_cut,5,instance_010,3,live/no_cut,2,no_cut,EXACT_CLOSED,0,0.413544,True,True,True,dfaedf6d273c5c56,2.204695,BPC_TREE_OPTIMAL,no_cut,37c44c29594e0b8b0ba429e5dd3cf7422c07ae17222bb31e16e31e57030d5e63,0,,0.004612,12.822701,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_010_logical_graph/repeat_03/2_no_cut/attempt_01
s005:instance_010:r04:o1:no_cut,5,instance_010,4,no_cut/live,1,no_cut,EXACT_CLOSED,0,0.407943,True,True,True,dfaedf6d273c5c56,2.204695,BPC_TREE_OPTIMAL,no_cut,37c44c29594e0b8b0ba429e5dd3cf7422c07ae17222bb31e16e31e57030d5e63,0,,0.004528,12.820629,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_010_logical_graph/repeat_04/1_no_cut/attempt_01
s005:instance_010:r04:o2:live,5,instance_010,4,no_cut/live,2,live,EXACT_CLOSED,0,0.416128,True,True,True,dfaedf6d273c5c56,2.204695,BPC_TREE_OPTIMAL,P0,9f0e7c4f7e2cab50267e197d55a17950aeee35aad388e47448f24873a7e92ba1,0,,0.004417,12.818119,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_010_logical_graph/repeat_04/2_live/attempt_01
s005:instance_010:r05:o1:live,5,instance_010,5,live/no_cut,1,live,EXACT_CLOSED,0,0.424421,True,True,True,dfaedf6d273c5c56,2.204695,BPC_TREE_OPTIMAL,P0,9f0e7c4f7e2cab50267e197d55a17950aeee35aad388e47448f24873a7e92ba1,0,,0.004566,12.819828,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_010_logical_graph/repeat_05/1_live/attempt_01
s005:instance_010:r05:o2:no_cut,5,instance_010,5,live/no_cut,2,no_cut,EXACT_CLOSED,0,0.414223,True,True,True,dfaedf6d273c5c56,2.204695,BPC_TREE_OPTIMAL,no_cut,37c44c29594e0b8b0ba429e5dd3cf7422c07ae17222bb31e16e31e57030d5e63,0,,0.004597,12.818962,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_010_logical_graph/repeat_05/2_no_cut/attempt_01
s005:instance_010:r06:o1:no_cut,5,instance_010,6,no_cut/live,1,no_cut,EXACT_CLOSED,0,0.421752,True,True,True,dfaedf6d273c5c56,2.204695,BPC_TREE_OPTIMAL,no_cut,37c44c29594e0b8b0ba429e5dd3cf7422c07ae17222bb31e16e31e57030d5e63,0,,0.004921,12.815887,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_010_logical_graph/repeat_06/1_no_cut/attempt_01
s005:instance_010:r06:o2:live,5,instance_010,6,no_cut/live,2,live,EXACT_CLOSED,0,0.415119,True,True,True,dfaedf6d273c5c56,2.204695,BPC_TREE_OPTIMAL,P0,9f0e7c4f7e2cab50267e197d55a17950aeee35aad388e47448f24873a7e92ba1,0,,0.005714,12.822781,/home/kai/work/GAT_BPC_moonTerk/runs/native_live_sri_v1_p0_frozen_paired_promotion_clean_v2_20260722/raw/scale_005/instance_010_logical_graph/repeat_06/2_live/attempt_01
