instance,master_cover_mode,task_count,vehicle_count,sortie_limit,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,generated_columns,label_pops,generated_labels,pricing_queue_peak,branch_nodes,root_relaxation,phase_switch_count,manual_rc_check_max_error,vehicle_lb_dual_effective_value,pool_scan_columns_found,pool_scan_time,route_pool_size,low_cbar_routes_kept,per_task_routes_kept,route_size_bucket_routes_kept,time_flexible_routes_kept,micro_routes_kept,branch_relevant_routes_kept,historical_routes_kept,diverse_routes_kept,schedule_dp_calls,schedule_dp_labels_created,schedule_dp_labels_pruned_by_subset_dominance,schedule_dp_labels_pruned_by_beam,schedule_dp_exhausted,schedule_dp_negative_schedules_found,schedule_dp_best_rc,schedule_dp_time,heuristic_degradation_skips,exact_pricing_calls,exact_pricing_called,exact_pricing_exhausted,exact_pricing_best_rc,exact_pricing_time,pricing_certificate_layer,log_path,solution_path
medium,partitioning,20,3,17,TIME_LIMIT,,524.574877,,3600.938993,4,87,11,1464,60521429,62260346,139935,3,524.574877,4,0.0,-0.0,0,0.20621,1190,38000,29108,24320,15200,15200,5700,18321,22800,76,2137398,137200,3090115,False,1339,-80.842176,201.897151,7,11,11,10,-5.07245,3386.123475,dssr_full_memory_exact,/home/kai/work/gnn_bb/branchpricecut/results/20260513_194724_medium_phase2_degradation_progress/logs/medium.jsonl,/home/kai/work/gnn_bb/branchpricecut/results/20260513_194724_medium_phase2_degradation_progress/solutions/solution_medium.json
