instance,master_cover_mode,task_count,vehicle_count,sortie_limit,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,generated_columns,label_pops,generated_labels,pricing_queue_peak,branch_nodes,root_relaxation,phase_switch_count,manual_rc_check_max_error,vehicle_lb_dual_effective_value,pool_scan_columns_found,pool_scan_time,route_pool_size,low_cbar_routes_kept,per_task_routes_kept,route_size_bucket_routes_kept,time_flexible_routes_kept,micro_routes_kept,branch_relevant_routes_kept,historical_routes_kept,diverse_routes_kept,schedule_dp_calls,schedule_dp_labels_created,schedule_dp_labels_pruned_by_subset_dominance,schedule_dp_labels_pruned_by_beam,schedule_dp_exhausted,schedule_dp_negative_schedules_found,schedule_dp_best_rc,schedule_dp_time,exact_pricing_calls,exact_pricing_called,exact_pricing_exhausted,exact_pricing_best_rc,exact_pricing_time,pricing_certificate_layer,log_path,solution_path
medium,partitioning,20,3,17,PRICING_LIMIT,,,,184.659157,1,57,1,1057,4930535,5000000,69492,0,,1,0.0,-0.0,0,0.059187,1190,28000,21448,17920,11200,11200,0,12392,16800,56,499773,28919,701932,False,1057,-80.842176,33.480211,1,1,0,0.0,140.698337,,/home/kai/work/gnn_bb/branchpricecut/results/20260513_184715_medium_prove_5m_labels/logs/medium.jsonl,/home/kai/work/gnn_bb/branchpricecut/results/20260513_184715_medium_prove_5m_labels/solutions/solution_medium.json
