scale,instance,instance_id,source,max_direct_tasks,b0_status,b0_objective,b0_wall,b3_status,b3_exact_status,b3_scope,pricing_state,b3_lb,b3_ub,b3_gap,objective_diff_vs_b0,objective_match_tolerance,node_count,open_node_count,incomplete_node_count,expanded_node_count,closed_node_count,root_node_status,root_integral,tree_closed,uses_true_dual_bpc_certificate,b3_wall,issues,note
5,instance_019_logical_graph.json,lunar_ice_sp50_005_019_seed679025,fresh_5_10_full,5,DIRECT_DP_BASELINE_OPTIMAL,1158.248056,0.004572,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,1158.248056,1158.248056,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,0.283315,,
5,instance_020_logical_graph.json,lunar_ice_sp50_005_020_seed679026,fresh_5_10_full,5,DIRECT_DP_BASELINE_OPTIMAL,1330.682244,0.005164,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,1330.682244,1330.682244,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,0.296748,,
10,instance_001_logical_graph.json,lunar_ice_sp50_010_001_seed729001,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2931.301573,0.057507,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2931.301573,2931.301573,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,0.800639,,
10,instance_002_logical_graph.json,lunar_ice_sp50_010_002_seed729002,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2458.986666,0.061421,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2458.986666,2458.986666,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,0.475359,,
10,instance_003_logical_graph.json,lunar_ice_sp50_010_003_seed729023,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2824.685922,0.085403,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2824.685922,2824.685922,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,0.781212,,
10,instance_004_logical_graph.json,lunar_ice_sp50_010_004_seed729004,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2434.053897,0.11846,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2434.053897,2434.053897,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,1.034166,,
10,instance_005_logical_graph.json,lunar_ice_sp50_010_005_seed729045,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2205.952701,0.260764,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2205.952701,2205.952701,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,1.857142,,
10,instance_006_logical_graph.json,lunar_ice_sp50_010_006_seed729086,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2454.011928,0.093899,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2454.011928,2454.011928,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,0.796041,,
10,instance_007_logical_graph.json,lunar_ice_sp50_010_007_seed729007,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2223.951295,0.124854,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2223.951295,2223.951295,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,0.922377,,
10,instance_008_logical_graph.json,lunar_ice_sp50_010_008_seed729068,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2433.224938,0.118605,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2433.224938,2433.224938,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,1.27422,,
10,instance_009_logical_graph.json,lunar_ice_sp50_010_009_seed729069,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2569.755376,0.164739,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2569.755376,2569.755376,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,1.154304,,
10,instance_010_logical_graph.json,lunar_ice_sp50_010_010_seed729010,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,3015.878029,0.326213,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,3015.878029,3015.878029,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,2.827351,,
10,instance_011_logical_graph.json,lunar_ice_sp50_010_011_seed729011,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2652.097258,0.290052,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2652.097258,2652.097258,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,2.231984,,
10,instance_012_logical_graph.json,lunar_ice_sp50_010_012_seed729072,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2680.802367,0.135801,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2680.802367,2680.802367,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,1.443145,,
10,instance_013_logical_graph.json,lunar_ice_sp50_010_013_seed729053,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,3221.96506,0.287143,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,3221.96506,3221.96506,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,2.171084,,
10,instance_014_logical_graph.json,lunar_ice_sp50_010_014_seed729034,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2897.486857,0.114759,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2897.486857,2897.486857,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,1.089495,,
10,instance_015_logical_graph.json,lunar_ice_sp50_010_015_seed729015,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2357.37971,0.20084,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2357.37971,2357.37971,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,1.962283,,
10,instance_016_logical_graph.json,lunar_ice_sp50_010_016_seed729016,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2597.132924,0.068118,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2597.132924,2597.132924,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,0.898288,,
10,instance_017_logical_graph.json,lunar_ice_sp50_010_017_seed729037,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2381.630609,0.086323,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2381.630609,2381.630609,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,0.774702,,
10,instance_018_logical_graph.json,lunar_ice_sp50_010_018_seed729118,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2632.80288,0.140399,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2632.80288,2632.80288,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,1.286953,,
10,instance_019_logical_graph.json,lunar_ice_sp50_010_019_seed729039,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2624.591118,0.10625,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2624.591117,2624.591117,0.0,-1e-06,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,0.810531,,
10,instance_020_logical_graph.json,lunar_ice_sp50_010_020_seed729040,fresh_5_10_full,10,DIRECT_DP_BASELINE_OPTIMAL,2450.749173,0.121556,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,2450.749173,2450.749173,0.0,0.0,True,1,0,0,0,1,INTEGER_INCUMBENT,True,,,0.982325,,
20,instance_001_logical_graph.json,lunar_ice_sp50_020_001_seed829001,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,7386.805908,7.261914,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,7386.805908,7386.805908,0.0,0.0,True,1,0,0,0,1,,,,,22.024129,,
20,instance_002_logical_graph.json,lunar_ice_sp50_020_002_seed829002,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,6766.890301,4.346605,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,6766.890301,6766.890301,0.0,0.0,True,1,0,0,0,1,,,,,21.608686,,
20,instance_003_logical_graph.json,lunar_ice_sp50_020_003_seed829003,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,8052.53043,12.262611,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,8052.53043,8052.53043,0.0,0.0,True,1,0,0,0,1,,,,,35.18185,,
20,instance_004_logical_graph.json,lunar_ice_sp50_020_004_seed829004,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,6290.10408,6.609752,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,6290.104079,6290.104079,0.0,-1e-06,True,1,0,0,0,1,,,,,28.396842,,
20,instance_005_logical_graph.json,lunar_ice_sp50_020_005_seed829005,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,6220.730886,19.325097,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,6220.730886,6220.730886,0.0,0.0,True,1,0,0,0,1,,,,,32.778424,,
20,instance_006_logical_graph.json,lunar_ice_sp50_020_006_seed829006,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,7865.563256,5.00285,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,7865.563256,7865.563256,0.0,0.0,True,1,0,0,0,1,,,,,24.201909,,
20,instance_007_logical_graph.json,lunar_ice_sp50_020_007_seed829027,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,7668.079173,10.338243,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,7668.079173,7668.079173,0.0,0.0,True,1,0,0,0,1,,,,,17.564385,,
20,instance_008_logical_graph.json,lunar_ice_sp50_020_008_seed829008,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,6493.304113,16.605056,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,6493.304113,6493.304113,0.0,0.0,True,1,0,0,0,1,,,,,29.871927,,
20,instance_009_logical_graph.json,lunar_ice_sp50_020_009_seed829009,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,6989.192613,9.823826,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,6989.192613,6989.192613,0.0,0.0,True,1,0,0,0,1,,,,,24.43302,,
20,instance_010_logical_graph.json,lunar_ice_sp50_020_010_seed829010,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,6713.181569,18.280477,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,6713.181569,6713.181569,0.0,0.0,True,1,0,0,0,1,,,,,30.129801,,
20,instance_011_logical_graph.json,lunar_ice_sp50_020_011_seed829011,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,6565.530217,31.55467,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,6565.530217,6565.530217,0.0,0.0,True,1,0,0,0,1,,,,,37.101978,,
20,instance_012_logical_graph.json,lunar_ice_sp50_020_012_seed829012,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,5996.219161,19.504276,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,5996.219161,5996.219161,0.0,0.0,True,7,0,0,3,4,,,,,123.490706,,
20,instance_013_logical_graph.json,lunar_ice_sp50_020_013_seed829013,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,6296.161022,14.827874,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,6296.161022,6296.161022,0.0,0.0,True,5,0,0,2,3,,,,,79.979307,,
20,instance_014_logical_graph.json,lunar_ice_sp50_020_014_seed829014,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,6417.637033,17.144417,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,6417.637033,6417.637033,0.0,0.0,True,1,0,0,0,1,,,,,36.389064,,
20,instance_015_logical_graph.json,lunar_ice_sp50_020_015_seed829015,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,7423.892019,11.861697,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,7423.892019,7423.892019,0.0,0.0,True,1,0,0,0,1,,,,,31.897434,,
20,instance_016_logical_graph.json,lunar_ice_sp50_020_016_seed829016,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,6810.417414,6.81761,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,6810.417413,6810.417413,0.0,-1e-06,True,1,0,0,0,1,,,,,16.182548,,
20,instance_017_logical_graph.json,lunar_ice_sp50_020_017_seed829017,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,6086.210264,22.295624,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,6086.210263,6086.210263,0.0,-1e-06,True,1,0,0,0,1,,,,,41.814597,,
20,instance_018_logical_graph.json,lunar_ice_sp50_020_018_seed829018,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,6552.716,10.034093,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,6552.716,6552.716,0.0,0.0,True,1,0,0,0,1,,,,,36.995999,,
20,instance_019_logical_graph.json,lunar_ice_sp50_020_019_seed829019,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,7107.857934,11.941917,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,7107.857934,7107.857934,0.0,0.0,True,1,0,0,0,1,,,,,27.192538,,
20,instance_020_logical_graph.json,lunar_ice_sp50_020_020_seed829020,fresh_full20_sweep,20,DIRECT_DP_BASELINE_OPTIMAL,7109.354738,8.743323,BPC_OPTIMAL,BPC_TREE_OPTIMAL,BPC_TREE_OPTIMAL,,7109.354738,7109.354738,0.0,0.0,True,1,0,0,0,1,,,,,23.854067,,
30,instance_001_logical_graph.json,lunar_ice_sp50_030_001_seed929001,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.001234,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.5e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_002_logical_graph.json,lunar_ice_sp50_030_002_seed929002,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.001431,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.4e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_003_logical_graph.json,lunar_ice_sp50_030_003_seed929003,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.001419,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.1e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_004_logical_graph.json,lunar_ice_sp50_030_004_seed929004,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.001442,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_005_logical_graph.json,lunar_ice_sp50_030_005_seed929005,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.00242,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.2e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_006_logical_graph.json,lunar_ice_sp50_030_006_seed929006,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.001632,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.2e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_007_logical_graph.json,lunar_ice_sp50_030_007_seed929007,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.002677,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.1e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_008_logical_graph.json,lunar_ice_sp50_030_008_seed929008,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.001867,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.2e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_009_logical_graph.json,lunar_ice_sp50_030_009_seed929009,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.002025,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,9.2e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
