timestamp_utc,scale,instance_id,attempt,root_pid,tree_rss_kb,mem_available_kb,swap_free_kb,swap_total_kb,disk_free_bytes
2026-07-22T03:59:02.841539+00:00,30,instance_008_logical_graph,1,2181656,2124132,11218992,4191976,4194304,882180554752
2026-07-22T04:00:09.992208+00:00,30,instance_008_logical_graph,1,2181656,2009964,11336172,4191976,4194304,882166337536
2026-07-22T04:01:17.190495+00:00,30,instance_008_logical_graph,1,2181656,2010360,11332984,4191976,4194304,882166308864
2026-07-22T04:02:24.420289+00:00,30,instance_008_logical_graph,1,2181656,2011376,11335884,4191976,4194304,882166247424
2026-07-22T04:03:31.619504+00:00,30,instance_008_logical_graph,1,2181656,2062584,11281412,4191976,4194304,882166226944
2026-07-22T04:04:38.818485+00:00,30,instance_008_logical_graph,1,2181656,2062584,11281632,4191976,4194304,882166190080
2026-07-22T04:05:15.469107+00:00,30,instance_008_logical_graph,1,2181656,0,13327300,4191976,4194304,882165612544
2026-07-22T04:05:15.769145+00:00,30,instance_009_logical_graph,1,2319437,6368,13324476,4191976,4194304,882165600256
2026-07-22T04:06:22.951890+00:00,30,instance_009_logical_graph,1,2319437,1783752,11518148,4191976,4194304,882043670528
2026-07-22T04:07:26.496969+00:00,30,instance_009_logical_graph,1,2319437,2156224,11186000,4191976,4194304,881524101120
2026-07-22T04:08:33.697817+00:00,30,instance_009_logical_graph,1,2319437,2169304,11161288,4191976,4194304,881524056064
2026-07-22T04:09:40.942322+00:00,30,instance_009_logical_graph,1,2319437,1927584,11411096,4191976,4194304,881510080512
2026-07-22T04:10:48.156957+00:00,30,instance_009_logical_graph,1,2319437,1821288,11506492,4191976,4194304,881510043648
2026-07-22T04:11:55.386190+00:00,30,instance_009_logical_graph,1,2319437,1821288,11523704,4191976,4194304,881510006784
2026-07-22T04:13:02.643009+00:00,30,instance_009_logical_graph,1,2319437,1821388,11513676,4191976,4194304,881509924864
2026-07-22T04:14:09.788428+00:00,30,instance_009_logical_graph,1,2319437,1821436,11512264,4191976,4194304,881509888000
2026-07-22T04:15:13.403535+00:00,30,instance_009_logical_graph,1,2319437,1821440,11519760,4191976,4194304,881509859328
2026-07-22T04:16:20.660504+00:00,30,instance_009_logical_graph,1,2319437,1821440,11511916,4191976,4194304,881509826560
2026-07-22T04:17:27.892545+00:00,30,instance_009_logical_graph,1,2319437,1813240,11530704,4191976,4194304,881509793792
2026-07-22T04:18:35.144934+00:00,30,instance_009_logical_graph,1,2319437,1813656,11513604,4191976,4194304,881509756928
2026-07-22T04:19:42.357040+00:00,30,instance_009_logical_graph,1,2319437,1818996,11512544,4191976,4194304,881509715968
2026-07-22T04:20:49.558679+00:00,30,instance_009_logical_graph,1,2319437,1821304,11507924,4191976,4194304,881509695488
