algorithm_status,bpc_tree_optimal,certificate_leak,certificate_scope,cold_start_stage_sum_sec,cold_start_total_sec,column_provenance,config_hash,exact_certificate,external_probe_used,fail_reason,instance_index,instance_key,instance_path,labeling_final_judge_exact_harvest_target,labeling_final_judge_max_exact_tasks,labeling_final_judge_mode,manual_columns_used,manual_rc_fail,mature_pool_used,model_id,no_cheat_pass,note,official_dual_source,per_instance_override_used,pricing_proof_sec,pricing_rc_fail,pricing_state,profile,root_cg_sec,root_engine,root_partition_audit_json,root_partition_best_lb,root_partition_bound_gap_to_zero,root_partition_can_certify_no_negative,root_partition_certified_no_negative,root_partition_dual_refresh_status,root_partition_dual_scope_mismatch_count,root_partition_duplicate_region_count,root_partition_expected_region_count,root_partition_fail_reason,root_partition_feedback_added_column_count,root_partition_feedback_round_count,root_partition_feedback_sec,root_partition_full_space_valid,root_partition_gate_pass,root_partition_incomplete_region_count,root_partition_issue_codes,root_partition_k_chunk_size,root_partition_missing_region_count,root_partition_negative_region_count,root_partition_parallel,root_partition_parallel_slots,root_partition_probe_json,root_partition_proof_enabled,root_partition_redline_count,root_partition_region_count,root_partition_sec,root_partition_worker_count,root_pool_active_column_count,root_pool_algorithm_status,root_pool_certificate_scope,root_pool_certified,root_pool_env_labeling_final_judge,root_pool_env_labeling_final_judge_exact_harvest_target,root_pool_env_labeling_final_judge_max_tasks,root_pool_exact_negative_harvest_candidate_count,root_pool_exact_negative_harvest_selected_count,root_pool_exact_negative_harvest_selected_new_task_set_count,root_pool_exact_negative_harvest_selected_replacement_task_set_count,root_pool_exact_negative_harvest_selection_policy,root_pool_exact_negative_harvest_target,root_pool_labeling_final_judge_auto_mode,root_pool_labeling_final_judge_auto_selected,root_pool_labeling_final_judge_auto_skip_reason,root_pool_labeling_final_judge_enabled,root_pool_labeling_final_judge_exact_harvest_target,root_pool_labeling_final_judge_exact_harvest_target_source,root_pool_latest_probe_json,root_pool_official_dual_source,root_pool_post_final_judge_harvest_added_to_master_count,root_pool_post_final_judge_harvest_candidate_negative_count,root_pool_post_final_judge_harvest_rejected_duplicate_count,root_pool_post_final_judge_harvest_rejected_not_addable_count,root_pool_post_final_judge_harvest_selected_count,root_pool_post_final_judge_harvest_selected_new_task_set_count,root_pool_post_final_judge_harvest_selected_replacement_task_set_count,root_pool_pricing_state,root_pool_stage_count,root_pool_tail_dual_certificate_leak_count,root_pool_tail_dual_no_column_can_certify,root_pool_true_dual_rc_recompute_missing_count,root_pool_true_dual_rc_recomputed,root_pool_wall_sec,root_pool_worker_can_certify_no_negative,root_pool_worker_certificate_leak_count,root_pool_worker_dual_only,root_pool_worker_harvest_candidate_negative_count,root_pool_worker_harvest_rejected_duplicate_count,root_pool_worker_harvest_rejected_not_addable_count,root_pool_worker_harvest_selected_count,root_pool_worker_harvest_selected_new_task_set_count,root_pool_worker_harvest_selected_replacement_task_set_count,root_pool_worker_root_lp_bound_official,root_pool_worker_uses_true_dual_bpc_certificate,row_limit_sec,row_terminal,same_run_checkpoint_resume_allowed,scale,schema_version,seed_mode,seed_sec,seed_sec_instrumented,source_probe_json,tail_dual_certificate_leak,tail_dual_no_column_can_certify,tail_dual_stabilization_alpha,tail_dual_stabilization_enabled,tail_dual_stabilization_window,threads,tree_sec,true_dual_rc_recompute_missing,true_dual_rc_recomputed,under_300,under_500,under_acceptance_limit,worker_can_certify_no_negative,worker_certificate_leak,worker_dual_only,worker_pricer_kind,worker_root_lp_bound_official,worker_uses_true_dual_bpc_certificate
BPC_INCOMPLETE_PRICING,False,0,DIAGNOSTIC_PRICING_FRONTIER,90.069068,91.094438,instance_json_fixed_seed_same_run_checkpoint_and_partition_feedback,f79997e4a2301127,False,False,parallel partition gate did not satisfy official B4.2 criteria,1,instance_001,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_001_logical_graph.json,5,10,auto,False,0,False,B4_2_COLD_EXACT_V1,True,,,False,,0,INCOMPLETE_LIMIT,V4SH,54.367297,b2b_r3_worker,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_dual_context_probe_30_001_90s/proofs/scale_030/instance_001/root_partition_proof/parallel_partition_summary.json,-1.050054668,1.050054668,False,False,RESTRICTED_RMP_OPTIMAL,0,0,465,parallel partition gate did not satisfy official B4.2 criteria,0,0,0.0,False,False,28,"['best_lb_negative', 'incomplete_regions', 'missing_regions', 'negative_regions', 'region_id_unparsed', 'worker_timeout']",1,429,28,True,2,,True,0,36,35.701771,30,265,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,False,auto,5,10,0,0,0,0,,0,True,False,task_count_exceeds_max_exact_tasks,False,0,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_dual_context_probe_30_001_90s/pools/scale_030/instance_001/stage_003/probe.json,current_true_rmp_dual,0,0,0,0,0,0,0,INCOMPLETE_LIMIT,3,0,False,0,True,55.173907,False,0,True,0,0,0,0,0,0,False,False,90.0,True,True,30,lunar_ice_bpc.b4_2_cold_exact_row.v1,b0_incumbent_plus_singletons,0.0,False,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_dual_context_probe_30_001_90s/pools/scale_030/instance_001/stage_003/probe.json,0,False,0.7,True,5,4,,0,False,False,False,False,False,0,False,relaxed_labeling,False,False
