schema_version,config_hash,scale,instance_id,instance_path,worker_pricer_kind,labeling_worker_enabled,labeling_algorithm,resource_label_algorithm,resource_label_core_mode,resource_dimensions,dominance_policy,elementarity_policy,task_count,max_tasks_per_trip,worker_task_cap,seed_builder,seed_column_count,seed_wall_time_sec,column_provenance,max_rounds,max_columns_per_round,row_time_limit_sec,tail_dual_stabilization_enabled,algorithm_status,certificate_scope,pricing_state,node_status,uses_true_dual_bpc_certificate,node_lp_bound_official,worker_can_certify_no_negative,worker_uses_true_dual_bpc_certificate,worker_root_lp_bound_official,worker_certificate_leak,pricing_proof_kind,completion_bound_pruning_enabled,completion_bound_evaluated_label_count,completion_bound_pruned_label_count,completion_bound_can_certify_no_negative,bound_prune_count,worker_generated_count,worker_candidate_budget,task_bound_pruned_count,resource_bound_pruned_count,dominance_filtered_count,duplicate_filtered_count,pricing_timeout,refinement_seed_count,active_refinement_seed_count,refinement_expanded_seed_count,active_refinement_expanded_seed_count,refinement_seed_source,refinement_seed_mutates_certificate,global_remaining_rc_lb,global_remaining_rc_lb_valid,global_remaining_rc_lb_coverage_complete,frontier_region_count,frontier_unsupported_region_count,frontier_unsupported_task_count_regions,branch_context_audit_pass,branch_invalid_column_count,manual_rc_audit_pass,pricing_rc_audit_pass,rmp_iteration_count,pricing_round_count,final_judge_call_count,candidate_negative_count,addable_negative_count,selected_count,added_to_master_count,worker_status,worker_exit_reason,worker_wall_time,final_judge_wall_time,time_to_first_negative,time_to_first_addable_negative,candidate_task_set_count,labeling_seed_task_set_count,ng_seed_task_set_count,resource_extension_seed_enabled,resource_extension_seed_task_set_count,active_resource_extension_seed_task_set_count,resource_extension_seed_task_set_count_by_size,resource_extension_label_column_worker_enabled,resource_extension_label_column_count,resource_extension_label_column_task_set_count,resource_extension_label_column_policy,resource_extension_label_columns_can_certify_no_negative,resource_extension_label_path_variant_candidate_count,resource_extension_label_path_variant_duplicate_count,resource_extension_label_path_variant_feasible_count,resource_extension_label_path_variant_infeasible_count,active_seed_selection_policy,active_seed_task_set_source_counts,active_seed_task_set_count_by_size,priced_candidate_task_set_source_counts,direct_candidate_task_set_count,candidate_seed_source_precedence,input_seed_task_set_count,merged_seed_task_set_count,active_seed_task_set_count,active_ng_seed_task_set_count,active_input_seed_task_set_count,ng_neighborhood_size,ng_neighborhood_sizes,ng_neighborhood_stage_count,ng_seed_task_set_count_by_size,labels_generated_total,labels_extended,journey_labels,true_dual_audited_column_count,true_dual_selected_negative_count,candidate_search_best_reduced_cost,candidate_search_negative_column_count,candidate_search_negative_true_negative_count,candidate_search_negative_true_nonnegative_count,true_negative_candidate_search_nonnegative_count,candidate_search_dual_matches_true_dual,candidate_search_rc_recomputed_under_true_dual,worker_true_dual_candidate_audit_pass,candidate_search_false_positive_rate,true_negative_candidate_search_miss_rate,candidate_search_false_positive_rows,true_negative_candidate_search_miss_rows,worker_candidate_universe_task_set_count,worker_generated_column_task_set_count,worker_candidate_universe_task_sets,worker_generated_column_task_sets,labeling_harvest_candidate_negative_count,labeling_harvest_selected_count,labeling_harvest_selected_new_task_set_count,labeling_harvest_selected_replacement_task_set_count,labeling_harvest_selection_policy,labeling_harvest_avg_pairwise_jaccard,labeling_harvest_max_pairwise_jaccard,labeling_harvest_candidate_seed_source_counts,labeling_harvest_selected_seed_source_counts,labeling_no_column_uncertified,diagnostic_dual_source,worker_dual_source,official_dual_source,worker_dual_only,true_dual_rc_recomputed,tail_dual_no_column_can_certify,tail_dual_certificate_leak,true_dual_rc_recompute_missing,wall_time_sec,fail_closed_reason,note
lunar_ice_bpc.labeling_worker_diagnostic.v1,8f65af916b491361,30,lunar_ice_sp50_030_001_seed929001,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_001_logical_graph.json,direct_label,0,,direct_selected_set_resource_labeling,direct_selected_set_worker,"[""time_window"", ""horizon"", ""energy"", ""capacity"", ""shadow_exposure"", ""risk"", ""weighted_completion""]",same_mask_end_time_and_reduced_base,selected_elementary_candidate_sets_ng_route_worker,30,6,3,instance_json_reference_repair_plus_singletons,34,0.051906,instance_json_reference_repair_plus_singletons_no_history_no_b0_no_probe,1,16,25.0,1,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,NODE_INCOMPLETE,0,0,0,0,0,0,DIRECT_WORKER_UNCERTIFIED,0,244,0,0,0,21,16,0,0,0,0,0,0,0,0,0,hidden_negative_audit_catalog,0,,0,0,,,[],1,0,1,0,1,1,0,6,4,4,4,FOUND_NEGATIVE,WORKER_FOUND_ADDABLE_NEGATIVE,0.079276,0.0,0.079276,0.079276,16,16,0,0,0,0,{},0,0,0,,0,0,0,0,0,,"{""input_seed"": 16}",{},"{""direct_candidate"": 16}",16,"[""input_seed"", ""direct_candidate""]",16,16,0,0,0,0,[],0,{},228,3711,27,27,0,,0,0,0,0,0,0,0,,,[],[],16,21,"[[""ice_site_001""], [""ice_site_002""], [""ice_site_003""], [""ice_site_004""], [""ice_site_005""], [""ice_site_006""], [""ice_site_007""], [""ice_site_008""], [""ice_site_009""], [""ice_site_010""], [""ice_site_011""], [""ice_site_012""], [""ice_site_013""], [""ice_site_014""], [""ice_site_015""], [""ice_site_016""]]","[[""ice_site_002"", ""ice_site_004"", ""ice_site_007""], [""ice_site_003"", ""ice_site_005"", ""ice_site_014""], [""ice_site_011"", ""ice_site_012""], [""ice_site_001"", ""ice_site_002""], [""ice_site_009""], [""ice_site_008""], [""ice_site_008"", ""ice_site_024"", ""ice_site_026""], [""ice_site_026""], [""ice_site_022""], [""ice_site_008"", ""ice_site_016"", ""ice_site_017""], [""ice_site_018""], [""ice_site_023""], [""ice_site_018"", ""ice_site_024"", ""ice_site_026""], [""ice_site_021"", ""ice_site_022"", ""ice_site_023""], [""ice_site_029""], [""ice_site_013""], [""ice_site_024"", ""ice_site_025"", ""ice_site_026""], [""ice_site_018"", ""ice_site_019"", ""ice_site_020""], [""ice_site_018"", ""ice_site_021"", ""ice_site_027""], [""ice_site_016"", ""ice_site_017"", ""ice_site_029""], [""ice_site_006"", ""ice_site_013"", ""ice_site_028""]]",0,0,0,0,,,,{},{},0,tail_dual_stabilized_worker_dual,tail_dual_stabilized_worker_dual,current_true_rmp_dual,1,1,0,0,0,0.081073,Stopped after max_rounds=1; B2B_R3 node proof is incomplete.,Stopped after max_rounds=1; B2B_R3 node proof is incomplete.
lunar_ice_bpc.labeling_worker_diagnostic.v1,8f65af916b491361,30,lunar_ice_sp50_030_001_seed929001,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_001_logical_graph.json,relaxed_labeling,1,ng_route_relaxed_resource_labeling_plus_direct_seed_portfolio,ng_route_relaxed_resource_labeling,relaxed_ng_route_worker,"[""time_window"", ""horizon"", ""energy"", ""capacity"", ""shadow_exposure"", ""risk"", ""weighted_completion""]",same_mask_end_time_and_reduced_base,selected_elementary_candidate_sets_ng_route_worker,30,6,3,instance_json_reference_repair_plus_singletons,34,0.051906,instance_json_reference_repair_plus_singletons_no_history_no_b0_no_probe,1,16,25.0,1,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,NODE_INCOMPLETE,0,0,0,0,0,0,RELAXED_WORKER_UNCERTIFIED,1,70,14,0,14,45,16,14,0,0,0,0,0,0,0,0,hidden_negative_audit_catalog,0,,0,0,,1,[],1,0,1,0,1,1,0,16,16,16,16,FOUND_NEGATIVE,WORKER_FOUND_ADDABLE_NEGATIVE,0.565282,0.0,0.565282,0.565282,32,99,63,1,26,3,"{""3"": 16, ""5"": 16, ""8"": 16}",1,26,26,feasible_resource_extension_physical_representatives_worker_only,0,35236,19554,15796,19440,protected_refinement_then_source_task_count_coverage_then_low_overlap_fill,"{""input_seed"": 11, ""ng_route"": 6, ""resource_extension"": 3}","{""1"": 11, ""2"": 2, ""3"": 3}","{""direct_candidate"": 8, ""input_seed"": 11, ""ng_route"": 16, ""resource_extension"": 26}",8,"[""hidden_negative_refinement"", ""hidden_negative_refinement_expansion"", ""input_seed"", ""resource_extension"", ""ng_route"", ""direct_candidate""]",16,99,16,6,11,8,"[3, 5, 8]",3,"{""3"": 63, ""5"": 63, ""8"": 63}",320,4151,16,45,16,-0.32228,28,28,0,0,1,1,1,0.0,0.0,[],[],16,45,"[[""ice_site_001""], [""ice_site_011""], [""ice_site_011"", ""ice_site_012""], [""ice_site_010"", ""ice_site_011""], [""ice_site_011"", ""ice_site_012"", ""ice_site_014""], [""ice_site_001"", ""ice_site_002"", ""ice_site_003""], [""ice_site_004""], [""ice_site_005""], [""ice_site_006""], [""ice_site_007""], [""ice_site_008""], [""ice_site_009""], [""ice_site_013""], [""ice_site_015""], [""ice_site_016""], [""ice_site_018"", ""ice_site_019"", ""ice_site_030""]]","[[""ice_site_011"", ""ice_site_012"", ""ice_site_014""], [""ice_site_003"", ""ice_site_009"", ""ice_site_010""], [""ice_site_011"", ""ice_site_012""], [""ice_site_009"", ""ice_site_010""], [""ice_site_001"", ""ice_site_002""], [""ice_site_004"", ""ice_site_007""], [""ice_site_004"", ""ice_site_005""], [""ice_site_011"", ""ice_site_014""], [""ice_site_012"", ""ice_site_014""], [""ice_site_004"", ""ice_site_008""], [""ice_site_003"", ""ice_site_010""], [""ice_site_005"", ""ice_site_011""], [""ice_site_003"", ""ice_site_010"", ""ice_site_019""], [""ice_site_003"", ""ice_site_010"", ""ice_site_018""], [""ice_site_008"", ""ice_site_010""], [""ice_site_008"", ""ice_site_011""], [""ice_site_001"", ""ice_site_002"", ""ice_site_003""], [""ice_site_003"", ""ice_site_010"", ""ice_site_015""], [""ice_site_010"", ""ice_site_015""], [""ice_site_002"", ""ice_site_003""], [""ice_site_004"", ""ice_site_005"", ""ice_site_027""], [""ice_site_011"", ""ice_site_014"", ""ice_site_026""], [""ice_site_004"", ""ice_site_005"", ""ice_site_007""], [""ice_site_001"", ""ice_site_002"", ""ice_site_022""], [""ice_site_005"", ""ice_site_007""], [""ice_site_001"", ""ice_site_003""], [""ice_site_002"", ""ice_site_004"", ""ice_site_007""], [""ice_site_003"", ""ice_site_005"", ""ice_site_014""], [""ice_site_009""], [""ice_site_008""], [""ice_site_008"", ""ice_site_024"", ""ice_site_026""], [""ice_site_026""], [""ice_site_022""], [""ice_site_008"", ""ice_site_016"", ""ice_site_017""], [""ice_site_018""], [""ice_site_023""], [""ice_site_018"", ""ice_site_024"", ""ice_site_026""], [""ice_site_021"", ""ice_site_022"", ""ice_site_023""], [""ice_site_029""], [""ice_site_013""], [""ice_site_024"", ""ice_site_025"", ""ice_site_026""], [""ice_site_018"", ""ice_site_019"", ""ice_site_020""], [""ice_site_018"", ""ice_site_021"", ""ice_site_027""], [""ice_site_016"", ""ice_site_017"", ""ice_site_029""], [""ice_site_006"", ""ice_site_013"", ""ice_site_028""]]",28,16,16,0,best_true_rc_first_then_min_overlap_distinct_task_sets_then_replacements,0.096389,0.5,"{""ng_route"": 7, ""resource_extension"": 26}","{""ng_route"": 4, ""resource_extension"": 14}",0,tail_dual_stabilized_worker_dual,tail_dual_stabilized_worker_dual,current_true_rmp_dual,1,1,0,0,0,0.566931,Stopped after max_rounds=1; B2B_R3 node proof is incomplete.,Stopped after max_rounds=1; B2B_R3 node proof is incomplete.
