run_id,variant,task_vehicle_linking_enabled,schedule_capacity_cuts_enabled,instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,exact_pricing_calls,branch_lp_test_rmp_solves,branch_heuristic_test_rmp_solves,branch_heuristic_test_pricing_calls,branch_lp_candidates_tested,branch_heuristic_candidates_tested,branch_testing_time,robust_capacity_cuts_added,resource_lower_bound_cuts_added,schedule_capacity_cuts_added,cuts_purged,generated_routes,generated_columns,cuts_added,root_relaxation,incumbent_node,log_path,instance_path,seed
smoke_20260512_135814_ablation,no_link_no_schedcap,False,False,very_small,4,2,2,OPTIMAL,132.270984,132.270984,0.0,0.086191,1,4,3,3,0,0,0,0,0,0.0,0,0,0,0,10,20,0,132.270984,0,/home/kai/work/gnn_bb/results/ablation/smoke_20260512_135814_ablation/logs/no_link_no_schedcap/very_small.jsonl,/home/kai/work/gnn_bb/json/instances/instance_very_small.json,20260511
smoke_20260512_135814_ablation,link_only,True,False,very_small,4,2,2,OPTIMAL,132.270984,132.270984,0.0,0.019004,1,4,3,3,0,0,0,0,0,0.0,0,0,0,0,12,24,0,132.270984,0,/home/kai/work/gnn_bb/results/ablation/smoke_20260512_135814_ablation/logs/link_only/very_small.jsonl,/home/kai/work/gnn_bb/json/instances/instance_very_small.json,20260511
smoke_20260512_135814_ablation,schedcap_only,False,True,very_small,4,2,2,OPTIMAL,132.270984,132.270984,0.0,0.014426,1,4,3,3,0,0,0,0,0,0.0,0,0,0,0,10,20,0,132.270984,0,/home/kai/work/gnn_bb/results/ablation/smoke_20260512_135814_ablation/logs/schedcap_only/very_small.jsonl,/home/kai/work/gnn_bb/json/instances/instance_very_small.json,20260511
smoke_20260512_135814_ablation,link_schedcap,True,True,very_small,4,2,2,OPTIMAL,132.270984,132.270984,0.0,0.015391,1,4,3,3,0,0,0,0,0,0.0,0,0,0,0,12,24,0,132.270984,0,/home/kai/work/gnn_bb/results/ablation/smoke_20260512_135814_ablation/logs/link_schedcap/very_small.jsonl,/home/kai/work/gnn_bb/json/instances/instance_very_small.json,20260511
