stage,matrix_group,instance_path,source_probe_json,scale,instance_id,mode,variant,phase,round,algorithm_status,certificate_scope,underlying_certificate_scope,pricing_state,exact_status,bpc_tree_optimal,b3_objective_diff_vs_b0,manual_rc_fail,pricing_rc_fail,certificate_leak,hidden_negative_count,harvest_selected_count,harvest_candidate_negative_count,harvest_selected_new_task_set_count,harvest_selected_replacement_task_set_count,harvest_best_true_rc,harvest_worst_selected_true_rc,harvest_addability_audit_pass,tail_dual_stabilization_enabled,worker_dual_only,true_dual_rc_recomputed,global_remaining_rc_lb,underlying_global_remaining_rc_lb,frontier_lb_official,frontier_coverage_complete,underlying_frontier_coverage_complete,frontier_unsupported_region_count,underlying_frontier_unsupported_region_count,pending_complete_min_rc,underlying_pending_complete_min_rc,pricing_proof_kind,underlying_pricing_proof_kind,compact_pricing_dual_bound,new_negative_columns_found,negative_column_count,can_certify_no_negative,underlying_can_certify_no_negative,b4_1_certificate_suppressed,diagnostic_claimed_certificate,wall_time,fail_closed_reason
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_001_logical_graph.json,,5,lunar_ice_sp50_005_001_seed679001,stageA_B2B_R2_worker_tail_dual_on,,stage_a_solver,,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,,INCOMPLETE_LIMIT,NOT_SOLVED,False,0.0,0,0,0,0,1,1,,,,,,True,True,True,,,,False,,,,,,,,,1,,False,,,0,0.052558,Stopped after max_rounds=1; B2B_R2_worker_before_final_judge worker/final-judge root proof is incomplete.
B,B4.1 Stage B 30-scale staged frontier,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_true_dual_proof_tail_smoke/stage_bc_smoke_probe.json,,b4_1_stage_bc_smoke_005,B4.1_compact_pricing_formulation,V2_latest_service_start_slot_bound,negative_feasibility,1,COMPACT_HIGHS_PRICING_INFEASIBLE_NO_NEGATIVE,DIAGNOSTIC_PRICING_FRONTIER,DIAGNOSTIC_PRICING_FRONTIER,,EXACT_NEGATIVE_FEASIBILITY_INFEASIBLE,False,,0,0,0,,,,,,,,,False,False,False,,,False,False,False,1,1,,,FRONTIER_BOUND_INCOMPLETE,FRONTIER_BOUND_INCOMPLETE,,0,0,False,False,False,0,0.064056,
B,B4.1 Stage B 30-scale staged frontier,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_true_dual_proof_tail_smoke/stage_bc_smoke_probe.json,,b4_1_stage_bc_smoke_005,B4.1_compact_pricing_formulation,V2_latest_service_start_slot_bound,optimization_proof,1,COMPACT_HIGHS_PRICING_OPTIMAL,DIAGNOSTIC_PRICING_FRONTIER,BPC_NODE_LP_CERTIFIED,,EXACT_PRICING_OPTIMAL,False,,0,0,0,,,,,,,,,False,False,False,0.250051709,0.250051709,False,False,True,1,0,0.250052,0.250052,FRONTIER_BOUND_INCOMPLETE,EXHAUSTIVE_NO_NEGATIVE,0.250051709,0,0,False,True,True,0,0.034201,
C,B4.1 Stage C 30-scale selected diagnostic,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_true_dual_proof_tail_smoke/stage_bc_smoke_probe.json,,b4_1_stage_bc_smoke_005,B4.1_selected_30_diagnostic,V2_latest_service_start_slot_bound,negative_feasibility,1,COMPACT_HIGHS_PRICING_INFEASIBLE_NO_NEGATIVE,DIAGNOSTIC_PRICING_FRONTIER,DIAGNOSTIC_PRICING_FRONTIER,,EXACT_NEGATIVE_FEASIBILITY_INFEASIBLE,False,,0,0,0,,,,,,,,,False,False,False,,,False,False,False,1,1,,,FRONTIER_BOUND_INCOMPLETE,FRONTIER_BOUND_INCOMPLETE,,0,0,False,False,False,0,0.009481,
C,B4.1 Stage C 30-scale selected diagnostic,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_true_dual_proof_tail_smoke/stage_bc_smoke_probe.json,,b4_1_stage_bc_smoke_005,B4.1_selected_30_diagnostic,V2_latest_service_start_slot_bound,optimization_proof,1,COMPACT_HIGHS_PRICING_OPTIMAL,DIAGNOSTIC_PRICING_FRONTIER,BPC_NODE_LP_CERTIFIED,,EXACT_PRICING_OPTIMAL,False,,0,0,0,,,,,,,,,False,False,False,0.250051709,0.250051709,False,False,True,1,0,0.250052,0.250052,FRONTIER_BOUND_INCOMPLETE,EXHAUSTIVE_NO_NEGATIVE,0.250051709,0,0,False,True,True,0,0.024736,
