instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,cg_iterations,pricing_calls,exact_pricing_calls,generated_routes,generated_columns,root_relaxation,incumbent_node,log_path,instance_path,seed
medium,20,3,17,TIME_LIMIT,,524.340684,,300.061572,147,17,333,333,333,209,567,,,/home/kai/work/gnn_bb/results/smoke/logs/bpc_global_medium_300/medium.log,/home/kai/work/gnn_bb/json/instances/instance_medium.json,20260511
