instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,exact_pricing_calls,branch_lp_test_rmp_solves,branch_heuristic_test_rmp_solves,branch_heuristic_test_pricing_calls,branch_lp_candidates_tested,branch_heuristic_candidates_tested,branch_testing_time,generated_routes,generated_columns,cuts_added,root_relaxation,incumbent_node,log_path,instance_path,seed
very_small,4,2,2,OPTIMAL,132.270984,132.270984,0.0,0.070828,1,4,3,3,0,0,0,0,0,0.0,10,20,0,132.270984,0,/home/kai/work/gnn_bb/results/smoke/logs/20260512_090515_very_small_3pb_full_smoke/very_small.jsonl,/home/kai/work/gnn_bb/json/instances/instance_very_small.json,20260511
