instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,diagnostic_dual_bound,diagnostic_gap,best_open_node_bound,pending_node_bound,last_certified_node_bound,solving_time,node_count,rmp_solves,pricing_calls,exact_pricing_calls,branch_nodes,branch_lp_test_rmp_solves,branch_heuristic_test_rmp_solves,branch_heuristic_test_pricing_calls,branch_lp_candidates_tested,branch_heuristic_candidates_tested,branch_testing_time,restricted_master_integer_calls,restricted_master_integer_feasible,restricted_master_integer_time,restricted_master_integer_best_objective,restricted_master_integer_raw_best_objective,restricted_master_integer_rejected,restricted_master_integer_no_good_cuts,restricted_master_integer_pair_conflict_cuts,restricted_master_integer_schedule_capacity_cuts,crossing_cuts_added,crossing_cuts_upgraded,robust_capacity_cuts_added,resource_lower_bound_cuts_added,schedule_pair_conflict_cuts_added,schedule_nogood_cuts_added,schedule_capacity_cuts_added,cuts_purged,generated_routes,generated_columns,label_pops,generated_labels,cuts_added,root_relaxation,incumbent_node,log_path,instance_path,seed
very_small,4,2,2,OPTIMAL,132.270984,132.270984,0.0,132.270984,0.0,,,132.270984,0.111181,1,4,3,1,0,0,0,0,0,0,0.0,0,0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,12,24,102,96,0,132.270984,0,/home/kai/work/gnn_bb/results/smoke/logs/smoke_signature_dominance_20260519/very_small.jsonl,/home/kai/work/gnn_bb/json/instances/instance_very_small.json,20260511
