instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,cg_iterations,pricing_calls,exact_pricing_calls,generated_routes,generated_columns,root_relaxation,incumbent_node,log_path,instance_path,seed
medium,20,3,17,CUT_ROUND_LIMIT,,524.340684,,57.995492,238,3,594,594,594,347,842,,,/home/kai/work/gnn_bb/results/smoke/logs/bpc_three_medium_outer_60/medium.log,/home/kai/work/gnn_bb/json/instances/instance_medium.json,20260511
