instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,cg_iterations,pricing_calls,exact_pricing_calls,generated_routes,generated_columns,root_relaxation,incumbent_node,log_path,instance_path,seed
medium,20,3,17,TIME_LIMIT,526.902419,524.340684,0.004886,10.115481,54,0,209,209,209,177,8325,,,/home/kai/work/gnn_bb/results/smoke/logs/bp_route_slot_medium_dynamic_sbar_10/medium.log,/home/kai/work/gnn_bb/json/instances/instance_medium.json,20260511
