algorithm_status,bpc_tree_optimal,certificate_leak,certificate_scope,cold_start_stage_sum_sec,cold_start_total_sec,column_provenance,config_hash,exact_certificate,external_probe_used,fail_reason,instance_index,instance_key,instance_path,manual_columns_used,manual_rc_fail,mature_pool_used,model_id,no_cheat_pass,note,per_instance_override_used,pricing_proof_sec,pricing_rc_fail,pricing_state,profile,root_cg_sec,root_partition_audit_json,root_partition_best_lb,root_partition_bound_gap_to_zero,root_partition_can_certify_no_negative,root_partition_certified_no_negative,root_partition_dual_refresh_status,root_partition_dual_scope_mismatch_count,root_partition_duplicate_region_count,root_partition_expected_region_count,root_partition_fail_reason,root_partition_feedback_added_column_count,root_partition_feedback_enabled,root_partition_feedback_last_harvest_dir,root_partition_feedback_last_merge_probe,root_partition_feedback_rejected_column_count,root_partition_feedback_round_count,root_partition_feedback_sec,root_partition_feedback_selected_column_count,root_partition_feedback_stop_reason,root_partition_full_space_valid,root_partition_gate_pass,root_partition_incomplete_region_count,root_partition_issue_codes,root_partition_k_chunk_size,root_partition_missing_region_count,root_partition_negative_region_count,root_partition_parallel,root_partition_parallel_slots,root_partition_probe_json,root_partition_proof_enabled,root_partition_redline_count,root_partition_region_count,root_partition_sec,root_partition_worker_count,root_pool_active_column_count,root_pool_algorithm_status,root_pool_certificate_scope,root_pool_certified,root_pool_latest_probe_json,root_pool_pricing_state,root_pool_stage_count,root_pool_wall_sec,row_limit_sec,row_terminal,same_run_checkpoint_resume_allowed,scale,schema_version,seed_mode,seed_sec,seed_sec_instrumented,source_probe_json,threads,tree_sec,under_300,under_500,under_acceptance_limit
BPC_INCOMPLETE_PRICING,False,0,DIAGNOSTIC_PRICING_FRONTIER,492.90941,494.390539,instance_json_fixed_seed_same_run_checkpoint_and_partition_feedback,7b68517a529447d7,False,False,parallel partition gate did not satisfy official B4.2 criteria,1,instance_001,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_001_logical_graph.json,False,0,False,B4_2_COLD_EXACT_V1,True,,False,,0,INCOMPLETE_LIMIT,V4SH,288.244958,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_500s_feedback_gate_30_001_v2/proofs/scale_030/instance_001/root_partition_proof/parallel_partition_summary.json,-0.507115514,0.507115514,False,False,RESTRICTED_RMP_OPTIMAL,0,0,465,parallel partition gate did not satisfy official B4.2 criteria,16,True,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_500s_feedback_gate_30_001_v2/proofs/scale_030/instance_001/root_partition_feedback/round_01_partition_harvest/parallel_partition_summary.json,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_500s_feedback_gate_30_001_v2/proofs/scale_030/instance_001/root_partition_feedback/round_01_merged_probe.json,0,1,46.042317,16,,True,False,27,"['best_lb_negative', 'incomplete_regions', 'negative_regions']",1,0,27,True,4,,True,0,465,158.622135,30,491,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,False,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_500s_feedback_gate_30_001_v2/pools/scale_030/instance_001/stage_004/probe.json,INCOMPLETE_LIMIT,4,243.003629,500.0,True,True,30,lunar_ice_bpc.b4_2_cold_exact_row.v1,b0_incumbent_plus_singletons,0.0,False,/home/kai/work/GAT_BPC_moonTerk/runs/b4_2_cold_exact_500s_feedback_gate_30_001_v2/pools/scale_030/instance_001/stage_004/probe.json,4,,False,False,False
