active_column_count,algorithm_status,best_reduced_cost,bpc_tree_optimal,certificate_scope,columns_added,end_to_end_stage_sum_sec,end_to_end_wall_time_sec,exact_certificate,final_judge_formulation_profile,final_judge_profile,final_judge_wall_time_sec,global_remaining_rc_lb,instance_index,instance_key,instance_path,mip_node_count,note,phase,pool_active_column_count,pool_added_column_count_last_stage,pool_build_wall_time_sec,pool_certified,pool_elapsed_stage_sum_sec,pool_phase_mode,pool_profile,pool_stage_count,pricing_proof_kind,pricing_state,profile,profile_phase_mode,result_json,round_count,row_wall_time_sec,simplex_iteration_count,source_probe_json,strict_from_json,tight_sequence_count,tight_sequence_max_reduction,tree_optimal,wall_time_sec
39,POOL_NOT_CERTIFIED,,False,,,,,False,,,,,15,instance_015,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_015_logical_graph.json,,pool was not certified; proof-only tree closure skipped,tree_closure,,,101.266027,,100.948574,,,,,,V4S,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_015/stage_001/probe.json,True,,,False,
39,POOL_NOT_CERTIFIED,,False,,,,,False,,,,,15,instance_015,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_015_logical_graph.json,,pool was not certified; proof-only tree closure skipped,tree_closure,,,101.266027,,100.948574,,,,,,V4SZ,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_015/stage_001/probe.json,True,,,False,
,BPC_INCOMPLETE_PRICING,,,DIAGNOSTIC_PRICING_FRONTIER,,,,,,,,,,instance_016,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_016_logical_graph.json,,,pool_build,39,5,114.162526,False,113.83842,proof_only,V4S,1,,INCOMPLETE_LIMIT,POOL,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_016/stage_001/probe.json,True,,,,
39,POOL_NOT_CERTIFIED,,False,,,,,False,,,,,16,instance_016,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_016_logical_graph.json,,pool was not certified; proof-only tree closure skipped,tree_closure,,,114.162526,,113.83842,,,,,,V4S,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_016/stage_001/probe.json,True,,,False,
39,POOL_NOT_CERTIFIED,,False,,,,,False,,,,,16,instance_016,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_016_logical_graph.json,,pool was not certified; proof-only tree closure skipped,tree_closure,,,114.162526,,113.83842,,,,,,V4SZ,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_016/stage_001/probe.json,True,,,False,
,BPC_INCOMPLETE_PRICING,,,DIAGNOSTIC_PRICING_FRONTIER,,,,,,,,,,instance_017,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_017_logical_graph.json,,,pool_build,39,5,100.164253,False,99.854205,proof_only,V4S,1,,INCOMPLETE_LIMIT,POOL,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_017/stage_001/probe.json,True,,,,
39,POOL_NOT_CERTIFIED,,False,,,,,False,,,,,17,instance_017,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_017_logical_graph.json,,pool was not certified; proof-only tree closure skipped,tree_closure,,,100.164253,,99.854205,,,,,,V4S,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_017/stage_001/probe.json,True,,,False,
39,POOL_NOT_CERTIFIED,,False,,,,,False,,,,,17,instance_017,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_017_logical_graph.json,,pool was not certified; proof-only tree closure skipped,tree_closure,,,100.164253,,99.854205,,,,,,V4SZ,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_017/stage_001/probe.json,True,,,False,
,BPC_INCOMPLETE_PRICING,,,DIAGNOSTIC_PRICING_FRONTIER,,,,,,,,,,instance_018,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_018_logical_graph.json,,,pool_build,39,5,250.279388,False,249.996879,proof_only,V4S,1,,INCOMPLETE_LIMIT,POOL,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_018/stage_001/probe.json,True,,,,
39,POOL_NOT_CERTIFIED,,False,,,,,False,,,,,18,instance_018,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_018_logical_graph.json,,pool was not certified; proof-only tree closure skipped,tree_closure,,,250.279388,,249.996879,,,,,,V4S,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_018/stage_001/probe.json,True,,,False,
39,POOL_NOT_CERTIFIED,,False,,,,,False,,,,,18,instance_018,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_018_logical_graph.json,,pool was not certified; proof-only tree closure skipped,tree_closure,,,250.279388,,249.996879,,,,,,V4SZ,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_018/stage_001/probe.json,True,,,False,
,BPC_INCOMPLETE_PRICING,,,DIAGNOSTIC_PRICING_FRONTIER,,,,,,,,,,instance_019,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_019_logical_graph.json,,,pool_build,39,5,221.136885,False,220.827921,proof_only,V4S,1,,INCOMPLETE_LIMIT,POOL,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_019/stage_001/probe.json,True,,,,
39,POOL_NOT_CERTIFIED,,False,,,,,False,,,,,19,instance_019,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_019_logical_graph.json,,pool was not certified; proof-only tree closure skipped,tree_closure,,,221.136885,,220.827921,,,,,,V4S,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_019/stage_001/probe.json,True,,,False,
39,POOL_NOT_CERTIFIED,,False,,,,,False,,,,,19,instance_019,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_019_logical_graph.json,,pool was not certified; proof-only tree closure skipped,tree_closure,,,221.136885,,220.827921,,,,,,V4SZ,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_019/stage_001/probe.json,True,,,False,
,BPC_INCOMPLETE_PRICING,,,DIAGNOSTIC_PRICING_FRONTIER,,,,,,,,,,instance_020,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_020_logical_graph.json,,,pool_build,39,5,589.248518,False,588.961444,proof_only,V4S,1,,INCOMPLETE_LIMIT,POOL,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_020/stage_001/probe.json,True,,,,
39,POOL_NOT_CERTIFIED,,False,,,,,False,,,,,20,instance_020,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_020_logical_graph.json,,pool was not certified; proof-only tree closure skipped,tree_closure,,,589.248518,,588.961444,,,,,,V4S,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_020/stage_001/probe.json,True,,,False,
39,POOL_NOT_CERTIFIED,,False,,,,,False,,,,,20,instance_020,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_020_logical_graph.json,,pool was not certified; proof-only tree closure skipped,tree_closure,,,589.248518,,588.961444,,,,,,V4SZ,,,,,,/home/kai/work/GAT_BPC_moonTerk/runs/b4_1_v4s_v4sz_full30_from_json_strict_20x_20260710/pools/instance_020/stage_001/probe.json,True,,,False,
