instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,exact_pricing_calls,branch_nodes,branch_lp_test_rmp_solves,branch_heuristic_test_rmp_solves,branch_heuristic_test_pricing_calls,branch_lp_candidates_tested,branch_heuristic_candidates_tested,branch_testing_time,restricted_master_integer_calls,restricted_master_integer_feasible,restricted_master_integer_time,restricted_master_integer_best_objective,restricted_master_integer_raw_best_objective,restricted_master_integer_rejected,restricted_master_integer_no_good_cuts,crossing_cuts_added,crossing_cuts_upgraded,robust_capacity_cuts_added,resource_lower_bound_cuts_added,schedule_nogood_cuts_added,schedule_capacity_cuts_added,cuts_purged,generated_routes,generated_columns,label_pops,generated_labels,cuts_added,root_relaxation,incumbent_node,log_path,instance_path,seed
bench_20_01,20,2,20,OPTIMAL,226.210886,226.210886,0.0,1005.519954,17,75,94,20,8,160,56,56,80,24,31.314305,4,1,1.476694,226.210886,226.210886,0,0,11,0,11,0,0,0,1,2617,5234,31269023,72273957,10,225.761901,0,/home/kai/work/gnn_bb/branchpricecut/results/logs/bpc_clean_boost_dominance_20260519/bench_20_01.jsonl,/home/kai/work/gnn_bb/branchpricecut/results/fleet_sensitivity_20_01_02/instances_tight/instance_bench_20_01.json,20260511
