instance,task_count,vehicle_count,sortie_count,status,primal_bound,dual_bound,gap,solving_time,node_count,rmp_solves,pricing_calls,exact_pricing_calls,branch_nodes,branch_lp_test_rmp_solves,branch_heuristic_test_rmp_solves,branch_heuristic_test_pricing_calls,branch_lp_candidates_tested,branch_heuristic_candidates_tested,branch_testing_time,restricted_master_integer_calls,restricted_master_integer_feasible,restricted_master_integer_time,restricted_master_integer_best_objective,restricted_master_integer_raw_best_objective,restricted_master_integer_rejected,restricted_master_integer_no_good_cuts,restricted_master_integer_pair_conflict_cuts,restricted_master_integer_schedule_capacity_cuts,crossing_cuts_added,crossing_cuts_upgraded,robust_capacity_cuts_added,resource_lower_bound_cuts_added,schedule_pair_conflict_cuts_added,schedule_nogood_cuts_added,schedule_capacity_cuts_added,cuts_purged,generated_routes,generated_columns,label_pops,generated_labels,cuts_added,root_relaxation,incumbent_node,log_path,instance_path,seed
bench_20_02,20,2,20,TIME_LIMIT,329.371345,,,3690.368076,53,170,215,61,52,574,242,241,287,84,145.595977,15,1,289.725581,329.371345,229.371345,233,460,4,0,10,0,10,0,4,39,0,0,2963,5926,121501917,186039975,53,228.39887,2,/home/kai/work/gnn_bb/branchpricecut/results/logs/20260519_185134_bpc_clean_witness_pair_20_02/bench_20_02.jsonl,/home/kai/work/gnn_bb/branchpricecut/results/fleet_sensitivity_20_01_02/instances_tight/instance_bench_20_02.json,20260511
