stage,matrix_group,instance_path,source_probe_json,scale,instance_id,mode,variant,b4_1_matrix_cell,b4_1_proof_tail_component,b4_1_formulation_profile,b4_1_harvesting_enabled,b4_1_hidden_negative_audit_enabled,b4_1_frontier_ledger_enabled,b4_1_official_certificate_allowed,phase,round,max_rounds,max_columns_per_round,max_tree_nodes,max_branch_depth,node_count,root_round_count,root_added_column_count,root_last_pricing_state,root_last_negative_column_count,tree_gate_issue_count,algorithm_status,certificate_scope,underlying_certificate_scope,pricing_state,exact_status,bpc_tree_optimal,b3_objective_diff_vs_b0,manual_rc_fail,pricing_rc_fail,certificate_leak,hidden_negative_count,hidden_negative_miss_reason_counts,hidden_negative_top_miss_reason,hidden_negative_worker_not_generated_count,hidden_negative_pruned_by_dominance_count,hidden_negative_pricing_timeout_only_count,active_column_count,pool_column_count,columns_added,active_columns_after_merge,new_task_set_count,replacement_task_set_count,best_negative_rc,last_best_reduced_cost,final_judge_wall_time,rmp_round_count,harvest_selected_count,harvest_candidate_negative_count,harvest_selected_new_task_set_count,harvest_selected_replacement_task_set_count,harvest_rejected_duplicate_count,harvest_rejected_not_addable_count,harvest_source_phase,harvest_best_true_rc,harvest_worst_selected_true_rc,harvest_avg_pairwise_jaccard,compact_optimization_harvest_enabled,compact_optimization_harvest_target,compact_optimization_harvest_no_good_scope,compact_optimization_harvest_found_count,compact_optimization_harvest_search_call_count,harvest_addability_audit_pass,harvest_pricing_rc_audit_available,harvest_pricing_rc_audit_pass,harvest_pricing_rc_max_abs_diff,tail_dual_stabilization_enabled,worker_dual_only,true_dual_rc_recomputed,worker_dual_source,official_dual_source,tail_dual_stabilization_alpha,tail_dual_stabilization_window,tail_dual_center_task_count,tail_dual_current_task_count,tail_dual_no_column_can_certify,global_remaining_rc_lb,underlying_global_remaining_rc_lb,frontier_lb_official,frontier_coverage_complete,underlying_frontier_coverage_complete,frontier_unsupported_region_count,underlying_frontier_unsupported_region_count,pending_complete_min_rc,underlying_pending_complete_min_rc,pricing_proof_kind,underlying_pricing_proof_kind,compact_final_judge_profile,compact_final_judge_formulation_profile,compact_final_judge_phase_mode,service_start_depot_travel_lb_enabled,service_start_depot_travel_lb_count,task_to_depot_return_travel_lb_enabled,task_to_depot_return_travel_lb_count,pair_route_duration_lb_enabled,pair_route_duration_lb_count,sortie_slot_position_bounds_enabled,sortie_slot_position_bound_count,demand_cover_cut_enabled,demand_cover_cut_count,demand_cover_subset_count,single_task_energy_lb_enabled,single_task_energy_lb_count,single_task_shadow_lb_enabled,single_task_shadow_lb_count,pair_energy_lb_enabled,pair_energy_lb_count,pair_energy_lb_exceeds_limit_count,pair_energy_infeasible_cut_enabled,pair_energy_infeasible_cut_count,pair_energy_infeasible_pair_count,pair_time_window_infeasible_cut_enabled,pair_time_window_infeasible_cut_count,pair_time_window_infeasible_pair_count,pair_time_window_infeasible_margin_min,pair_time_window_infeasible_margin_max,pair_shadow_infeasible_cut_enabled,pair_shadow_infeasible_cut_count,pair_shadow_infeasible_pair_count,triple_shadow_infeasible_cut_enabled,triple_shadow_infeasible_cut_count,triple_shadow_infeasible_triple_count,triple_energy_infeasible_cut_enabled,triple_energy_infeasible_cut_count,triple_energy_infeasible_triple_count,negative_feasibility_skipped_for_proof_only,negative_feasibility_full_space_proof_attempted,negative_feasibility_full_space_proof_can_certify,phase_budget_sec,negative_feasibility_budget_sec,optimization_proof_budget_sec,negative_discovery_budget_exhausted,feasibility_proof_budget_exhausted,optimization_proof_missing,compact_pricing_dual_bound,new_negative_columns_found,negative_column_count,can_certify_no_negative,underlying_can_certify_no_negative,b4_1_certificate_suppressed,diagnostic_claimed_certificate,wall_time,fail_closed_reason
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_001_logical_graph.json,,5,lunar_ice_sp50_005_001_seed679001,stageA_B4V2_default_final_judge_harvesting,,B4V2_final_judge_harvesting,true_dual_final_judge_tree_closure,B3B_representative_universe_branch_rc_audit,True,True,False,True,stage_a_solver,,20,64,31,4,1,3,19,CERTIFIED_NO_NEGATIVE,0,0,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,{},,0,0,0,,,,,,,,,0.188321,3,0,0,,,0,0,,,,,False,,,,,,,,,False,False,False,,,,,,,False,,,,False,,,,,,,,,,,False,,False,,False,,False,,False,,,False,,False,,False,,,False,,,False,,,,,False,,,False,,,False,,,False,False,False,,,,False,False,False,,,,False,,,0,0.188321,B3 tree is closed by official node LP certificates and an integer incumbent.
