matrix_group,scale,instance_id,solver_backend,certificate_family,algorithm_status,certificate_scope,product_oracle_exact_optimal,has_feasible_incumbent,objective,model_objective,bound,gap,solver_info_valid,solver_info_objective_function_value,solver_info_mip_dual_bound,solver_info_mip_gap,solver_info_mip_node_count,solver_info_simplex_iteration_count,solver_info_ipm_iteration_count,solver_info_pdlp_iteration_count,solver_info_primal_solution_status,solver_info_dual_solution_status,solver_info_max_primal_infeasibility,solver_info_max_dual_infeasibility,solver_info_max_integrality_violation,solver_info_primal_dual_integral,journey_count,wall_time_sec,row_elapsed_sec,time_limit_sec,threads,mip_gap,use_reference_warm_start,mip_start_enabled,mip_start_status,mip_start_source,mip_start_objective,mip_start_sortie_count,mip_start_entry_count,mip_start_note,variable_count,constraint_count,binary_arc_var_count,task_assignment_var_count,vehicle_count,sortie_slots_per_vehicle,path_option_policy,note,fail_closed_reason,attempted_exception_type,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective
30-scale compact product oracle probe,30,lunar_ice_sp50_030_001_seed929001,HiGHS compact MILP,PRODUCT_ORACLE_NOT_BPC,HIGHS_COMPACT_TIME_LIMIT_REACHED,FEASIBLE_INCUMBENT_ONLY,False,True,1.9146,1.91460103,1.259623395,0.342096147,True,1.9146010299071763,1.2596233947091122,0.3420961469083816,0,48718,-1,-1,2,0,3.7969627442180354e-14,,0.0,115.82046912972929,4,287.439945,287.479718,300.0,1,0.0,True,True,OK,instance_reference_solution,1.919465,12,366,instance_reference_solution warm start was passed to HiGHS.,277320,289102,269640,3600,4,30,sp50_three_path_psr_rim_slope_contrast_v2,Compact HiGHS fixed-graph product model found a feasible incumbent but did not prove optimality within the configured limits.,Compact HiGHS fixed-graph product model found a feasible incumbent but did not prove optimality within the configured limits.,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,7291.503821,258.51090966,10456.853580727,1680.0,False,5423.917157,198.586257,10523.253812,1002.889083,9831.804939,0.743868109,0.768192945,1.006349925,0.596957788,1.914601,1.9146,False
